时间,油  压,排  量,总 液 量,砂 浓 度,总 砂 量,液  添,液添总量
HH:mm:ss,MPa,m3/min,m3,kg/m3,m3,L/min,L
00:38:40,0,0.01,0,0,0,0.1,0
00:38:41,0,0.01,0,0,0,0.1,0
00:38:42,0,0.01,0,0,0,0.1,0
00:38:43,0,0.01,0,0,0,0.1,0
00:38:44,0,0.01,0,0,0,0.1,0
00:38:45,0,0.01,0,0,0,0.1,0
00:38:46,0,0.01,0,0,0,0.1,0
00:38:47,0,0.01,0,0,0,0.1,0
00:38:48,0,0.01,0,0,0,0.1,0
00:38:49,0,0.01,0,0,0,0.1,0
00:38:50,0,0.01,0,0,0,0.1,0
00:38:51,0,0.01,0,0,0,0.1,0
00:38:52,0,0.01,0,0,0,0.1,0
00:38:53,0,0.01,0,0,0,0.1,0
00:38:54,0,0.01,0,0,0,0.1,0
00:38:55,0.51,0.01,0,0,0,0.1,0
00:38:56,2.04,0.01,0,0,0,0.1,0
00:38:57,4.53,0.01,0,0,0,0.1,0
00:38:58,7.87,0.01,0,0,0,0.1,0
00:38:59,11.94,0.01,0,0,0,0.1,0
00:39:00,16.33,0.01,0,0,0,0.1,0
00:39:01,20.63,0.01,0,0,0,0.1,0
00:39:02,24.57,0.01,0,0,0,0.1,0
00:39:03,28.01,0.01,0,0,0,0.1,0
00:39:04,30.88,0.01,0,0,0,0.1,0
00:39:05,32.53,0.01,0,0,0,0.1,0
00:39:06,33.35,0.01,0,0,0,0.1,0
00:39:07,33.74,0.01,0,0,0,0.1,0
00:39:08,33.94,0.01,0,0,0,0.1,0
00:39:09,34.02,0.01,0,0,0,0.1,0
00:39:10,34.07,0.01,0,0,0,0.1,0
00:39:11,34.09,0.01,0,0,0,0.1,0
00:39:12,34.08,0.01,0,0,0,0.1,0
00:39:13,34.06,0.01,0,0,0,0.1,0
00:39:14,34.05,0.01,0,0,0,0.1,0.1
00:39:15,34.05,0.01,0,0,0,0.1,0.1
00:39:16,34.04,0.01,0,0,0,0.1,0.1
00:39:17,34.03,0.01,0,0,0,0.1,0.1
00:39:18,34.02,0.01,0,0,0,0.1,0.1
00:39:19,34.02,0.01,0,0,0,0.1,0.1
00:39:20,34.01,0.01,0,0,0,0.1,0.1
00:39:21,34,0.01,0,0,0,0.1,0.1
00:39:22,33.99,0.01,0,0,0,0.1,0.1
00:39:23,33.99,0.01,0,0,0,0.1,0.1
00:39:24,33.99,0.01,0,0,0,0.1,0.1
00:39:25,33.99,0.01,0,0,0,0.1,0.1
00:39:26,33.97,0.01,0,0,0,0.1,0.1
00:39:27,33.97,0.01,0,0,0,0.1,0.1
00:39:28,33.96,0.01,0,0,0,0.1,0.1
00:39:29,33.96,0.01,0,0,0,0.1,0.1
00:39:30,33.95,0.01,0,0,0,0.1,0.1
00:39:31,33.92,0.01,0,0,0,0.1,0.1
00:39:32,33.91,0.01,0,0,0,0.1,0.1
00:39:33,33.9,0.01,0,0,0,0.1,0.1
00:39:34,33.89,0.01,0,0,0,0.1,0.1
00:39:35,33.88,0.01,0,0,0,0.1,0.1
00:39:36,33.87,0.01,0,0,0,0.1,0.1
00:39:37,33.87,0.01,0,0,0,0.1,0.1
00:39:38,33.87,0.01,0,0,0,0.1,0.1
00:39:39,33.86,0.01,0,0,0,0.1,0.1
00:39:40,33.85,0.01,0,0,0,0.1,0.1
00:39:41,33.84,0.01,0,0,0,0.1,0.1
00:39:42,33.84,0.01,0,0,0,0.1,0.1
00:39:43,33.84,0.01,0,0,0,0.1,0.1
00:39:44,33.84,0.01,0,0,0,0.1,0.1
00:39:45,33.83,0.01,0,0,0,0.1,0.1
00:39:46,33.82,0.01,0,0,0,0.1,0.1
00:39:47,33.81,0.01,0,0,0,0.1,0.1
00:39:48,33.81,0.01,0,0,0,0.1,0.1
00:39:49,33.81,0.01,0,0,0,0.1,0.1
00:39:50,33.81,0.01,0,0,0,0.1,0.1
00:39:51,33.79,0.01,0,0,0,0.1,0.1
00:39:52,33.77,0.01,0,0,0,0.1,0.1
00:39:53,33.76,0.01,0,0,0,0.1,0.1
00:39:54,33.75,0.01,0,0,0,0.1,0.1
00:39:55,33.75,0.01,0,0,0,0.1,0.1
00:39:56,33.75,0.01,0,0,0,0.1,0.1
00:39:57,33.75,0.01,0,0,0,0.1,0.1
00:39:58,33.74,0.01,0,0,0,0.1,0.1
00:39:59,33.73,0.01,0,0,0,0.1,0.1
00:40:00,33.73,0.01,0,0,0,0.1,0.1
00:40:01,33.72,0.01,0,0,0,0.1,0.1
00:40:02,33.72,0.01,0,0,0,0.1,0.1
00:40:03,33.72,0.01,0,0,0,0.1,0.1
00:40:04,33.72,0.01,0,0,0,0.1,0.1
00:40:05,33.72,0.01,0,0,0,0.1,0.1
00:40:06,33.72,0.01,0,0,0,0.1,0.1
00:40:07,33.71,0.01,0,0,0,0.1,0.1
00:40:08,33.7,0.01,0,0,0,0.1,0.1
00:40:09,33.69,0.01,0,0,0,0.1,0.1
00:40:10,33.69,0.01,0,0,0,0.1,0.1
00:40:11,33.69,0.01,0,0,0,0.1,0.1
00:40:12,33.69,0.01,0,0,0,0.1,0.1
00:40:13,33.68,0.01,0,0,0,0.1,0.1
00:40:14,33.67,0.01,0,0,0,0.1,0.1
00:40:15,33.66,0.01,0,0,0,0.1,0.1
00:40:16,33.66,0.01,0,0,0,0.1,0.1
00:40:17,33.66,0.01,0,0,0,0.1,0.1
00:40:18,33.66,0.01,0,0,0,0.1,0.1
00:40:19,33.66,0.01,0,0,0,0.1,0.1
00:40:20,33.65,0.01,0,0,0,0.1,0.1
00:40:21,33.63,0.01,0,0,0,0.1,0.1
00:40:22,33.62,0.01,0,0,0,0.1,0.2
00:40:23,33.61,0.01,0,0,0,0.1,0.2
00:40:24,33.6,0.01,0,0,0,0.1,0.2
00:40:25,33.6,0.01,0,0,0,0.1,0.2
00:40:26,33.6,0.01,0,0,0,0.1,0.2
00:40:27,33.6,0.01,0,0,0,0.1,0.2
00:40:28,33.6,0.01,0,0,0,0.1,0.2
00:40:29,33.59,0.01,0,0,0,0.1,0.2
00:40:30,33.58,0.01,0,0,0,0.1,0.2
00:40:31,33.58,0.01,0,0,0,0.1,0.2
00:40:32,33.57,0.01,0,0,0,0.1,0.2
00:40:33,33.54,0.01,0,0,0,0.1,0.2
00:40:34,32.64,0.01,0,0,0,0.1,0.2
00:40:35,31.39,0.01,0,0,0,0.1,0.2
00:40:36,30.76,0.01,0,0,0,0.1,0.2
00:40:37,30.44,0.01,0,0,0,0.1,0.2
00:40:38,30.24,0.01,0,0,0,0.1,0.2
00:40:39,29.99,0.01,0,0,0,0.1,0.2
00:40:40,30.04,0.01,0,0,0,0.1,0.2
00:40:41,30.09,0.01,0,0,0,0.1,0.2
00:40:42,30.11,0.01,0,0,0,0.1,0.2
00:40:43,30.16,0.01,0,0,0,0.1,0.2
00:40:44,30.3,0.01,0,0,0,0.1,0.2
00:40:45,30.25,0.01,0,0,0,0.1,0.2
00:40:46,30.19,0.01,0,0,0,0.1,0.2
00:40:47,30.16,0.01,0,0,0,0.1,0.2
00:40:48,30.1,0.01,0,0,0,0.1,0.2
00:40:49,29.98,0.01,0,0,0,0.1,0.2
00:40:50,30.03,0.01,0,0,0,0.1,0.2
00:40:51,30.08,0.01,0,0,0,0.1,0.2
00:40:52,30.1,0.01,0,0,0,0.1,0.2
00:40:53,30.16,0.01,0,0,0,0.1,0.2
00:40:54,30.25,0.01,0,0,0,0.1,0.2
00:40:55,30.23,0.01,0,0,0,0.1,0.2
00:40:56,30.18,0.01,0,0,0,0.1,0.2
00:40:57,30.16,0.01,0,0,0,0.1,0.2
00:40:58,30.1,0.01,0,0,0,0.1,0.2
00:40:59,30.03,0.01,0,0,0,0.1,0.2
00:41:00,30.04,0.01,0,0,0,0.1,0.2
00:41:01,30.07,0.01,0,0,0,0.1,0.2
00:41:02,30.1,0.01,0,0,0,0.1,0.2
00:41:03,30.15,0.01,0,0,0,0.1,0.2
00:41:04,30.21,0.01,0,0,0,0.1,0.2
00:41:05,30.2,0.01,0,0,0,0.1,0.2
00:41:06,30.17,0.01,0,0,0,0.1,0.2
00:41:07,30.13,0.01,0,0,0,0.1,0.2
00:41:08,30.08,0.01,0,0,0,0.1,0.2
00:41:09,30.03,0.01,0,0,0,0.1,0.2
00:41:10,30.03,0.01,0,0,0,0.1,0.2
00:41:11,30.06,0.01,0,0,0,0.1,0.2
00:41:12,30.09,0.01,0,0,0,0.1,0.2
00:41:13,30.14,0.01,0,0,0,0.1,0.2
00:41:14,30.18,0.01,0,0,0,0.1,0.2
00:41:15,30.17,0.01,0,0,0,0.1,0.2
00:41:16,30.15,0.01,0,0,0,0.1,0.2
00:41:17,30.12,0.01,0,0,0,0.1,0.2
00:41:18,30.08,0.01,0,0,0,0.1,0.2
00:41:19,30.04,0.01,0,0,0,0.1,0.2
00:41:20,30.04,0.01,0,0,0,0.1,0.2
00:41:21,30.06,0.01,0,0,0,0.1,0.2
00:41:22,30.08,0.01,0,0,0,0.1,0.2
00:41:23,30.12,0.01,0,0,0,0.1,0.2
00:41:24,30.16,0.01,0,0,0,0.1,0.2
00:41:25,30.16,0.01,0,0,0,0.1,0.2
00:41:26,30.14,0.01,0,0,0,0.1,0.2
00:41:27,30.12,0.01,0,0,0,0.1,0.2
00:41:28,30.08,0.01,0,0,0,0.1,0.2
00:41:29,30.04,0.01,0,0,0,0.1,0.2
00:41:30,30.05,0.01,0,0,0,0.1,0.2
00:41:31,30.07,0.01,0,0,0,0.1,0.2
00:41:32,30.08,0.01,0,0,0,0.1,0.3
00:41:33,30.12,0.01,0,0,0,0.1,0.3
00:41:34,30.14,0.01,0,0,0,0.1,0.3
00:41:35,30.15,0.01,0,0,0,0.1,0.3
00:41:36,30.14,0.01,0,0,0,0.1,0.3
00:41:37,30.12,0.01,0,0,0,0.1,0.3
00:41:38,30.09,0.01,0,0,0,0.1,0.3
00:41:39,30.08,0.01,0,0,0,0.1,0.3
00:41:40,30.07,0.01,0,0,0,0.1,0.3
00:41:41,30.09,0.01,0,0,0,0.1,0.3
00:41:42,30.09,0.01,0,0,0,0.1,0.3
00:41:43,30.11,0.01,0,0,0,0.1,0.3
00:41:44,30.13,0.01,0,0,0,0.1,0.3
00:41:45,30.13,0.01,0,0,0,0.1,0.3
00:41:46,30.13,0.01,0,0,0,0.1,0.3
00:41:47,30.11,0.01,0,0,0,0.1,0.3
00:41:48,30.09,0.01,0,0,0,0.1,0.3
00:41:49,30.08,0.01,0,0,0,0.1,0.3
00:41:50,30.07,0.01,0,0,0,0.1,0.3
00:41:51,30.08,0.01,0,0,0,0.1,0.3
00:41:52,30.09,0.01,0,0,0,0.1,0.3
00:41:53,30.11,0.01,0,0,0,0.1,0.3
00:41:54,30.12,0.01,0,0,0,0.1,0.3
00:41:55,30.12,0.01,0,0,0,0.1,0.3
00:41:56,30.12,0.01,0,0,0,0.1,0.3
00:41:57,30.11,0.01,0,0,0,0.1,0.3
00:41:58,30.09,0.01,0,0,0,0.1,0.3
00:41:59,30.08,0.01,0,0,0,0.1,0.3
00:42:00,30.07,0.01,0,0,0,0.1,0.3
00:42:01,30.07,0.01,0,0,0,0.1,0.3
00:42:02,30.09,0.01,0,0,0,0.1,0.3
00:42:03,30.1,0.01,0,0,0,0.1,0.3
00:42:04,30.11,0.01,0,0,0,0.1,0.3
00:42:05,30.12,0.01,0,0,0,0.1,0.3
00:42:06,30.11,0.01,0,0,0,0.1,0.3
00:42:07,30.1,0.01,0,0,0,0.1,0.3
00:42:08,30.09,0.01,0,0,0,0.1,0.3
00:42:09,30.08,0.01,0,0,0,0.1,0.3
00:42:10,30.07,0.01,0,0,0,0.1,0.3
00:42:11,30.07,0.01,0,0,0,0.1,0.3
00:42:12,30.09,0.01,0,0,0,0.1,0.3
00:42:13,30.09,0.01,0,0,0,0.1,0.3
00:42:14,30.1,0.01,0,0,0,0.1,0.3
00:42:15,30.1,0.01,0,0,0,0.1,0.3
00:42:16,30.1,0.01,0,0,0,0.1,0.3
00:42:17,30.1,0.01,0,0,0,0.1,0.3
00:42:18,30.08,0.01,0,0,0,0.1,0.3
00:42:19,30.16,0.01,0,0,0,0.1,0.3
00:42:20,30.31,0.01,0,0,0,0.1,0.3
00:42:21,30.52,0.01,0,0,0,0.1,0.3
00:42:22,30.69,0.01,0,0,0,0.1,0.3
00:42:23,30.84,0.01,0,0,0,0.1,0.3
00:42:24,30.81,0.03,0,0,0,0.1,0.3
00:42:25,30.66,0.07,0,0,0,0.1,0.3
00:42:26,30.49,0.11,0,0,0,0.1,0.3
00:42:27,30.35,0.15,0,0,0,0.1,0.3
00:42:28,30.22,0.2,0,0,0,0.1,0.3
00:42:29,30.2,0.24,0,0,0,0.1,0.3
00:42:30,30.4,0.27,0,0,0,0.1,0.3
00:42:31,30.67,0.31,0,0,0,0.1,0.3
00:42:32,30.97,0.34,0,0,0,0.1,0.3
00:42:33,31.25,0.38,0.1,0,0,0.1,0.3
00:42:34,31.43,0.43,0.1,0,0,0.1,0.3
00:42:35,31.4,0.49,0.1,0,0,0.1,0.3
00:42:36,31.3,0.55,0.1,0,0,0.1,0.3
00:42:37,31.16,0.61,0.1,0,0,0.1,0.3
00:42:38,31,0.67,0.1,0,0,0.1,0.3
00:42:39,30.99,0.72,0.1,0,0,0.1,0.3
00:42:40,31.18,0.76,0.1,0,0,0.1,0.4
00:42:41,31.43,0.8,0.1,0,0,0.1,0.4
00:42:42,31.69,0.84,0.2,0,0,0.1,0.4
00:42:43,31.98,0.88,0.2,0,0,0.1,0.4
00:42:44,32.14,0.93,0.2,0,0,0.1,0.4
00:42:45,32.14,0.99,0.2,0,0,0.1,0.4
00:42:46,32.13,1.04,0.2,0,0,0.1,0.4
00:42:47,32.07,1.1,0.2,0,0,0.1,0.4
00:42:48,32.13,1.16,0.3,0,0,0.1,0.4
00:42:49,32.21,1.21,0.3,0,0,0.1,0.4
00:42:50,32.4,1.27,0.3,0,0,0.1,0.4
00:42:51,32.64,1.32,0.3,0,0,0.1,0.4
00:42:52,32.89,1.38,0.3,0,0,0.1,0.4
00:42:53,33.07,1.43,0.4,0,0,0.1,0.4
00:42:54,33.16,1.47,0.4,0,0,0.1,0.4
00:42:55,33.25,1.51,0.4,0,0,0.1,0.4
00:42:56,33.33,1.55,0.4,0,0,0.1,0.4
00:42:57,33.4,1.59,0.5,0,0,0.1,0.4
00:42:58,33.47,1.63,0.5,0,0,0.1,0.4
00:42:59,33.57,1.68,0.5,0,0,0.1,0.4
00:43:00,33.64,1.74,0.6,0,0,0.1,0.4
00:43:01,33.69,1.78,0.6,0,0,0.1,0.4
00:43:02,33.8,1.83,0.6,0,0,0.1,0.4
00:43:03,33.93,1.86,0.6,0,0,0.1,0.4
00:43:04,33.99,1.9,0.7,0,0,0.1,0.4
00:43:05,34.13,1.94,0.7,0,0,0.1,0.4
00:43:06,34.29,1.98,0.7,0,0,0.1,0.4
00:43:07,34.39,2.02,0.8,0,0,0.1,0.4
00:43:08,34.5,2.06,0.8,0,0,0.1,0.4
00:43:09,34.62,2.11,0.8,0,0,0.1,0.4
00:43:10,34.76,2.14,0.9,0,0,0.1,0.4
00:43:11,34.88,2.18,0.9,0,0,0.1,0.4
00:43:12,34.93,2.21,1,0,0,0.1,0.4
00:43:13,34.97,2.23,1,0,0,0.1,0.4
00:43:14,35,2.26,1,0,0,0.1,0.4
00:43:15,35.22,2.28,1.1,0,0,0.1,0.4
00:43:16,35.45,2.32,1.1,0,0,0.1,0.4
00:43:17,35.71,2.36,1.1,0,0,0.1,0.4
00:43:18,36.05,2.41,1.2,0,0,0.1,0.4
00:43:19,36.36,2.48,1.2,0,0,0.1,0.4
00:43:20,36.56,2.55,1.3,0,0,0.1,0.4
00:43:21,36.65,2.62,1.3,0,0,0.1,0.4
00:43:22,36.7,2.68,1.4,0,0,0.1,0.4
00:43:23,36.71,2.72,1.4,0,0,0.1,0.4
00:43:24,36.7,2.76,1.4,0,0,0.1,0.4
00:43:25,36.91,2.8,1.5,0,0,0.1,0.4
00:43:26,37.14,2.83,1.5,0,0,0.1,0.4
00:43:27,37.34,2.85,1.6,0,0,0.1,0.4
00:43:28,37.49,2.88,1.6,0,0,0.1,0.4
00:43:29,37.63,2.91,1.7,0,0,0.1,0.4
00:43:30,37.65,2.93,1.7,0,0,0.1,0.4
00:43:31,37.68,2.95,1.8,0,0,0.1,0.4
00:43:32,37.73,2.98,1.8,0,0,0.1,0.4
00:43:33,37.74,2.99,1.9,0,0,0.1,0.4
00:43:34,37.74,3.01,1.9,0,0,0.1,0.4
00:43:35,37.76,3.03,2,0,0,0.1,0.4
00:43:36,37.81,3.04,2,0,0,0.1,0.4
00:43:37,37.85,3.06,2.1,0,0,0.1,0.4
00:43:38,37.84,3.07,2.1,0,0,0.1,0.4
00:43:39,37.89,3.08,2.2,0,0,0.1,0.4
00:43:40,37.9,3.09,2.2,0,0,0.1,0.4
00:43:41,37.94,3.1,2.3,0,0,0.1,0.4
00:43:42,37.94,3.11,2.3,0,0,0.1,0.4
00:43:43,37.96,3.12,2.4,0,0,0.1,0.4
00:43:44,38,3.13,2.4,0,0,0.1,0.4
00:43:45,38.03,3.13,2.5,0,0,0.1,0.4
00:43:46,38.06,3.14,2.5,0,0,0.1,0.4
00:43:47,38.04,3.14,2.6,0,0,0.1,0.4
00:43:48,38.03,3.15,2.7,0,0,0.1,0.5
00:43:49,38.05,3.15,2.7,0,0,0.1,0.5
00:43:50,38.01,3.16,2.8,0,0,0.1,0.5
00:43:51,37.95,3.16,2.8,0,0,0.1,0.5
00:43:52,37.92,3.16,2.9,0,0,0.1,0.5
00:43:53,37.94,3.16,2.9,0,0,0.1,0.5
00:43:54,37.89,3.15,3,0,0,0.1,0.5
00:43:55,37.93,3.15,3,0,0,0.1,0.5
00:43:56,37.96,3.15,3.1,0,0,0.1,0.5
00:43:57,38,3.15,3.1,0,0,0.1,0.5
00:43:58,37.97,3.15,3.2,0,0,0.1,0.5
00:43:59,37.96,3.15,3.2,0,0,0.1,0.5
00:44:00,38.01,3.14,3.3,0,0,0.1,0.5
00:44:01,38,3.14,3.3,0,0,0.1,0.5
00:44:02,37.98,3.14,3.4,0,0,0.1,0.5
00:44:03,37.97,3.13,3.4,0,0,0.1,0.5
00:44:04,37.99,3.13,3.5,0,0,0.1,0.5
00:44:05,38.01,3.13,3.5,0,0,0.1,0.5
00:44:06,38.03,3.12,3.6,0,0,0.1,0.5
00:44:07,38.05,3.12,3.6,0,0,0.1,0.5
00:44:08,38.06,3.12,3.7,0,0,0.1,0.5
00:44:09,38.08,3.11,3.8,0,0,0.1,0.5
00:44:10,38.11,3.11,3.8,0,0,0.1,0.5
00:44:11,38.12,3.11,3.9,0,0,0.1,0.5
00:44:12,38.15,3.11,3.9,0,0,0.1,0.5
00:44:13,38.14,3.1,4,0,0,0.1,0.5
00:44:14,38.18,3.1,4,0,0,0.1,0.5
00:44:15,38.21,3.1,4.1,0,0,0.1,0.5
00:44:16,38.19,3.1,4.1,0,0,0.1,0.5
00:44:17,38.19,3.1,4.2,0,0,0.1,0.5
00:44:18,38.2,3.1,4.2,0,0,0.1,0.5
00:44:19,38.25,3.1,4.3,0,0,0.1,0.5
00:44:20,38.23,3.09,4.3,0,0,0.1,0.5
00:44:21,38.26,3.09,4.4,0,0,0.1,0.5
00:44:22,38.28,3.09,4.4,0,0,0.1,0.5
00:44:23,38.3,3.09,4.5,0,0,0.1,0.5
00:44:24,38.31,3.09,4.5,0,0,0.1,0.5
00:44:25,38.3,3.09,4.6,0,0,0.1,0.5
00:44:26,38.32,3.09,4.6,0,0,0.1,0.5
00:44:27,38.34,3.08,4.7,0,0,0.1,0.5
00:44:28,38.34,3.08,4.7,0,0,0.1,0.5
00:44:29,38.38,3.08,4.8,0,0,0.1,0.5
00:44:30,38.39,3.08,4.8,0,0,0.1,0.5
00:44:31,38.43,3.08,4.9,0,0,0.1,0.5
00:44:32,38.42,3.08,4.9,0,0,0.1,0.5
00:44:33,38.46,3.08,5,0,0,0.1,0.5
00:44:34,38.44,3.08,5,0,0,0.1,0.5
00:44:35,38.45,3.08,5.1,0,0,0.1,0.5
00:44:36,38.44,3.08,5.1,0,0,0.1,0.5
00:44:37,38.45,3.08,5.2,0,0,0.1,0.5
00:44:38,38.48,3.08,5.2,0,0,0.1,0.5
00:44:39,38.49,3.08,5.3,0,0,0.1,0.5
00:44:40,38.5,3.08,5.4,0,0,0.1,0.5
00:44:41,38.52,3.08,5.4,0,0,0.1,0.5
00:44:42,38.53,3.08,5.5,0,0,0.1,0.5
00:44:43,38.58,3.08,5.5,0,0,0.1,0.5
00:44:44,38.57,3.08,5.6,0,0,0.1,0.5
00:44:45,38.56,3.08,5.6,0,0,0.1,0.5
00:44:46,38.56,3.08,5.7,0,0,0.1,0.5
00:44:47,38.6,3.08,5.7,0,0,0.1,0.5
00:44:48,38.62,3.08,5.8,0,0,0.1,0.5
00:44:49,38.62,3.08,5.8,0,0,0.1,0.5
00:44:50,38.64,3.08,5.9,0,0,0.1,0.5
00:44:51,38.64,3.08,5.9,0,0,0.1,0.5
00:44:52,38.66,3.08,6,0,0,0.1,0.5
00:44:53,38.66,3.08,6,0,0,0.1,0.5
00:44:54,38.65,3.08,6.1,0,0,0.1,0.5
00:44:55,38.68,3.08,6.1,0,0,0.1,0.5
00:44:56,38.7,3.08,6.2,0,0,0.1,0.5
00:44:57,38.75,3.08,6.2,0,0,0.1,0.5
00:44:58,38.74,3.08,6.3,0,0,0.1,0.6
00:44:59,38.76,3.08,6.3,0,0,0.1,0.6
00:45:00,38.76,3.08,6.4,0,0,0.1,0.6
00:45:01,38.74,3.08,6.4,0,0,0.1,0.6
00:45:02,38.75,3.08,6.5,0,0,0.1,0.6
00:45:03,38.76,3.08,6.5,0,0,0.1,0.6
00:45:04,38.77,3.08,6.6,0,0,0.1,0.6
00:45:05,38.79,3.08,6.6,0,0,0.1,0.6
00:45:06,38.81,3.08,6.7,0,0,0.1,0.6
00:45:07,38.85,3.08,6.7,0,0,0.1,0.6
00:45:08,38.86,3.08,6.8,0,0,0.1,0.6
00:45:09,38.91,3.08,6.8,0,0,0.1,0.6
00:45:10,38.89,3.08,6.9,0,0,0.1,0.6
00:45:11,38.87,3.08,6.9,0,0,0.1,0.6
00:45:12,38.87,3.08,7,0,0,0.1,0.6
00:45:13,38.87,3.08,7,0,0,0.1,0.6
00:45:14,38.87,3.08,7.1,0,0,0.1,0.6
00:45:15,38.88,3.08,7.1,0,0,0.1,0.6
00:45:16,38.92,3.08,7.2,0,0,0.1,0.6
00:45:17,38.95,3.08,7.2,0,0,0.1,0.6
00:45:18,38.97,3.08,7.3,0,0,0.1,0.6
00:45:19,38.97,3.08,7.4,0,0,0.1,0.6
00:45:20,38.97,3.08,7.4,0,0,0.1,0.6
00:45:21,38.98,3.08,7.5,0,0,0.1,0.6
00:45:22,38.98,3.07,7.5,0,0,0.1,0.6
00:45:23,38.97,3.07,7.6,0,0,0.1,0.6
00:45:24,38.98,3.07,7.6,0,0,0.1,0.6
00:45:25,39.01,3.07,7.7,0,0,0.1,0.6
00:45:26,39.04,3.07,7.7,0,0,0.1,0.6
00:45:27,39.02,3.07,7.8,0,0,0.1,0.6
00:45:28,39.05,3.07,7.8,0,0,0.1,0.6
00:45:29,39.06,3.07,7.9,0,0,0.1,0.6
00:45:30,39.06,3.07,7.9,0,0,0.1,0.6
00:45:31,39.06,3.07,8,0,0,0.1,0.6
00:45:32,39.07,3.07,8,0,0,0.1,0.6
00:45:33,39.08,3.07,8.1,0,0,0.1,0.6
00:45:34,39.06,3.07,8.1,0,0,0.1,0.6
00:45:35,39.08,3.07,8.2,0,0,0.1,0.6
00:45:36,39.1,3.07,8.2,0,0,0.1,0.6
00:45:37,39.11,3.07,8.3,0,0,0.1,0.6
00:45:38,39.13,3.07,8.3,0,0,0.1,0.6
00:45:39,39.14,3.07,8.4,0,0,0.1,0.6
00:45:40,39.18,3.07,8.4,0,0,0.1,0.6
00:45:41,39.19,3.07,8.5,0,0,0.1,0.6
00:45:42,39.16,3.07,8.5,0,0,0.1,0.6
00:45:43,39.17,3.07,8.6,0,0,0.1,0.6
00:45:44,39.14,3.07,8.6,0,0,0.1,0.6
00:45:45,39.17,3.07,8.7,0,0,0.1,0.6
00:45:46,39.14,3.07,8.7,0,0,0.1,0.6
00:45:47,39.18,3.07,8.8,0,0,0.1,0.6
00:45:48,39.17,3.07,8.8,0,0,0.1,0.6
00:45:49,39.24,3.07,8.9,0,0,0.1,0.6
00:45:50,39.3,3.07,8.9,0,0,0.1,0.6
00:45:51,39.33,3.07,9,0,0,0.1,0.6
00:45:52,39.33,3.07,9,0,0,0.1,0.6
00:45:53,39.29,3.07,9.1,0,0,0.1,0.6
00:45:54,39.32,3.07,9.1,0,0,0.1,0.6
00:45:55,39.32,3.07,9.2,0,0,0.1,0.6
00:45:56,39.3,3.07,9.2,0,0,0.1,0.6
00:45:57,39.33,3.07,9.3,0,0,0.1,0.6
00:45:58,39.36,3.08,9.3,0,0,0.1,0.6
00:45:59,39.41,3.08,9.4,0,0,0.1,0.6
00:46:00,39.43,3.08,9.5,0,0,0.1,0.6
00:46:01,39.43,3.08,9.5,0,0,0.1,0.6
00:46:02,39.42,3.08,9.6,0,0,0.1,0.6
00:46:03,39.4,3.08,9.6,0,0,0.1,0.6
00:46:04,39.42,3.08,9.7,0,0,0.1,0.6
00:46:05,39.41,3.08,9.7,0,0,0.1,0.6
00:46:06,39.43,3.08,9.8,0,0,0.1,0.7
00:46:07,39.45,3.08,9.8,0,0,0.1,0.7
00:46:08,39.44,3.08,9.9,0,0,0.1,0.7
00:46:09,39.47,3.08,9.9,0,0,0.1,0.7
00:46:10,39.46,3.08,10,0,0,0.1,0.7
00:46:11,39.49,3.08,10,0,0,0.1,0.7
00:46:12,39.46,3.08,10.1,0,0,0.1,0.7
00:46:13,39.45,3.08,10.1,0,0,0.1,0.7
00:46:14,39.47,3.08,10.2,0,0,0.1,0.7
00:46:15,39.47,3.08,10.2,0,0,0.1,0.7
00:46:16,39.52,3.08,10.3,0,0,0.1,0.7
00:46:17,39.5,3.08,10.3,0,0,0.1,0.7
00:46:18,39.49,3.08,10.4,0,0,0.1,0.7
00:46:19,39.5,3.08,10.4,0,0,0.1,0.7
00:46:20,39.51,3.08,10.5,0,0,0.1,0.7
00:46:21,39.51,3.08,10.5,0,0,0.1,0.7
00:46:22,39.49,3.08,10.6,0,0,0.1,0.7
00:46:23,39.52,3.08,10.6,0,0,0.1,0.7
00:46:24,39.55,3.08,10.7,0,0,0.1,0.7
00:46:25,39.54,3.08,10.7,0,0,0.1,0.7
00:46:26,39.55,3.08,10.8,0,0,0.1,0.7
00:46:27,39.55,3.08,10.8,0,0,0.1,0.7
00:46:28,39.57,3.08,10.9,0,0,0.1,0.7
00:46:29,39.54,3.08,10.9,0,0,0.1,0.7
00:46:30,39.55,3.08,11,0,0,0.1,0.7
00:46:31,39.55,3.08,11,0,0,0.1,0.7
00:46:32,39.57,3.08,11.1,0,0,0.1,0.7
00:46:33,39.59,3.08,11.1,0,0,0.1,0.7
00:46:34,39.58,3.08,11.2,0,0,0.1,0.7
00:46:35,39.6,3.08,11.2,0,0,0.1,0.7
00:46:36,39.59,3.08,11.3,0,0,0.1,0.7
00:46:37,39.57,3.08,11.4,0,0,0.1,0.7
00:46:38,39.59,3.08,11.4,0,0,0.1,0.7
00:46:39,39.57,3.07,11.5,0,0,0.1,0.7
00:46:40,39.59,3.07,11.5,0,0,0.1,0.7
00:46:41,39.57,3.07,11.6,0,0,0.1,0.7
00:46:42,39.59,3.07,11.6,0,0,0.1,0.7
00:46:43,39.58,3.07,11.7,0,0,0.1,0.7
