时间,油  压,排  量,总 液 量,砂 浓 度,总 砂 量,液  添,液添总量
HH:mm:ss,MPa,m3/min,m3,kg/m3,m3,L/min,L
04:36:34,39.12,3.21,946.8,0,80.06,0.1,1596
04:36:35,39.06,3.21,946.8,0,80.06,0.1,1596
04:36:36,39.08,3.21,946.9,0,80.06,0.1,1596
04:36:37,39.06,3.21,946.9,0,80.06,0.1,1596
04:36:38,39.08,3.21,947,0,80.06,0.1,1596
04:36:39,39.09,3.21,947,0,80.06,0.1,1596
04:36:40,39.1,3.21,947.1,0,80.06,0.1,1596
04:36:41,39.12,3.21,947.1,0,80.06,0.1,1596
04:36:42,39.12,3.21,947.2,0,80.06,0.1,1596
04:36:43,39.13,3.21,947.2,0,80.06,0.1,1596
04:36:44,39.11,3.21,947.3,0,80.06,0.1,1596
04:36:45,39.12,3.21,947.3,0,80.06,0.1,1596
04:36:46,39.1,3.21,947.4,0,80.06,0.1,1596
04:36:47,39.11,3.21,947.4,0,80.06,0.1,1596
04:36:48,39.12,3.21,947.5,0,80.06,0.1,1596
04:36:49,39.13,3.21,947.6,0,80.06,0.1,1596
04:36:50,39.12,3.21,947.6,0,80.06,0.1,1596
04:36:51,39.12,3.21,947.7,0,80.06,0.1,1596
04:36:52,39.11,3.21,947.7,0,80.06,0.1,1596
04:36:53,39.15,3.21,947.8,0,80.06,0.1,1596
04:36:54,39.11,3.21,947.8,0,80.06,0.1,1596
04:36:55,39.18,3.21,947.9,0,80.06,0.1,1596
04:36:56,39.16,3.22,947.9,0,80.06,0.1,1596
04:36:57,39.18,3.22,948,0,80.06,0.1,1596
04:36:58,39.16,3.22,948,0,80.06,0.1,1596
04:36:59,39.16,3.22,948.1,0,80.06,0.1,1596
04:37:00,39.17,3.22,948.1,0,80.06,0.1,1596
04:37:01,39.14,3.22,948.2,0,80.06,0.1,1596
04:37:02,39.14,3.22,948.3,0,80.06,0.1,1596
04:37:03,39.16,3.22,948.3,0,80.06,0.1,1596
04:37:04,39.12,3.22,948.4,0,80.06,0.1,1596
04:37:05,39.15,3.22,948.4,0,80.06,0.1,1596
04:37:06,39.13,3.22,948.5,0,80.06,0.1,1596
04:37:07,39.13,3.21,948.5,0,80.06,0.1,1596
04:37:08,39.12,3.21,948.6,0,80.06,0.1,1596
04:37:09,39.12,3.21,948.6,0,80.06,0.1,1596
04:37:10,39.18,3.21,948.7,0,80.06,0.1,1596
04:37:11,39.16,3.22,948.7,0,80.06,0.1,1596
04:37:12,39.2,3.21,948.8,0,80.06,0.1,1596
04:37:13,39.18,3.21,948.8,0,80.06,0.1,1596
04:37:14,39.18,3.21,948.9,0,80.06,0.1,1596
04:37:15,39.16,3.21,948.9,0,80.06,0.1,1596
04:37:16,39.16,3.21,949,0,80.06,0.1,1596
04:37:17,39.19,3.21,949.1,0,80.06,0.1,1596
04:37:18,39.17,3.21,949.1,0,80.06,0.1,1596
04:37:19,39.17,3.21,949.2,0,80.06,0.1,1596
04:37:20,39.19,3.21,949.2,0,80.06,0.1,1596
04:37:21,39.16,3.21,949.3,0,80.06,0.1,1596
04:37:22,39.18,3.21,949.3,0,80.06,0.1,1596
04:37:23,39.16,3.21,949.4,0,80.06,0.1,1596
04:37:24,39.16,3.21,949.4,0,80.06,0.1,1596
04:37:25,39.16,3.21,949.5,0,80.06,0.1,1596
04:37:26,39.17,3.21,949.5,0,80.06,0.1,1596.1
04:37:27,39.19,3.21,949.6,0,80.06,0.1,1596.1
04:37:28,39.19,3.21,949.6,0,80.06,0.1,1596.1
04:37:29,39.22,3.21,949.7,0,80.06,0.1,1596.1
04:37:30,39.18,3.21,949.8,0,80.06,0.1,1596.1
04:37:31,39.19,3.21,949.8,0,80.06,0.1,1596.1
04:37:32,39.17,3.21,949.9,0,80.06,0.1,1596.1
04:37:33,39.17,3.21,949.9,0,80.06,0.1,1596.1
04:37:34,39.16,3.21,950,0,80.06,0.1,1596.1
04:37:35,39.18,3.21,950,0,80.06,0.1,1596.1
04:37:36,39.18,3.21,950.1,0,80.06,0.1,1596.1
04:37:37,39.18,3.2,950.1,0,80.06,0.1,1596.1
04:37:38,39.16,3.2,950.2,0,80.06,0.1,1596.1
04:37:39,39.17,3.2,950.2,0,80.06,0.1,1596.1
04:37:40,39.18,3.2,950.3,0,80.06,0.1,1596.1
04:37:41,39.19,3.2,950.3,0,80.06,0.1,1596.1
04:37:42,39.19,3.2,950.4,0,80.06,0.1,1596.1
04:37:43,39.18,3.2,950.4,0,80.06,0.1,1596.1
04:37:44,39.17,3.21,950.5,0,80.06,0.1,1596.1
04:37:45,39.16,3.21,950.6,0,80.06,0.1,1596.1
04:37:46,39.16,3.21,950.6,0,80.06,0.1,1596.1
04:37:47,39.19,3.21,950.7,0,80.06,0.1,1596.1
04:37:48,39.17,3.21,950.7,0,80.06,0.1,1596.1
04:37:49,39.2,3.21,950.8,0,80.06,0.1,1596.1
04:37:50,39.19,3.2,950.8,0,80.06,0.1,1596.1
04:37:51,39.19,3.2,950.9,0,80.06,0.1,1596.1
04:37:52,39.2,3.2,950.9,0,80.06,0.1,1596.1
04:37:53,39.2,3.2,951,0,80.06,0.1,1596.1
04:37:54,39.19,3.2,951,0,80.06,0.1,1596.1
04:37:55,39.18,3.2,951.1,0,80.06,0.1,1596.1
04:37:56,39.21,3.2,951.1,0,80.06,0.1,1596.1
04:37:57,39.19,3.2,951.2,0,80.06,0.1,1596.1
04:37:58,39.2,3.2,951.2,0,80.06,0.1,1596.1
04:37:59,39.2,3.2,951.3,0,80.06,0.1,1596.1
04:38:00,39.19,3.2,951.4,0,80.06,0.1,1596.1
04:38:01,39.2,3.21,951.4,0,80.06,0.1,1596.1
04:38:02,39.22,3.21,951.5,0,80.06,0.1,1596.1
04:38:03,39.21,3.21,951.5,0,80.06,0.1,1596.1
04:38:04,39.23,3.21,951.6,0,80.06,0.1,1596.1
04:38:05,39.21,3.21,951.6,0,80.06,0.1,1596.1
04:38:06,39.22,3.21,951.7,0,80.06,0.1,1596.1
04:38:07,39.18,3.21,951.7,0,80.06,0.1,1596.1
04:38:08,39.19,3.21,951.8,0,80.06,0.1,1596.1
04:38:09,39.19,3.21,951.8,0,80.06,0.1,1596.1
04:38:10,39.19,3.21,951.9,0,80.06,0.1,1596.1
04:38:11,39.2,3.21,951.9,0,80.06,0.1,1596.1
04:38:12,39.18,3.21,952,0,80.06,0.1,1596.1
04:38:13,39.19,3.21,952,0,80.06,0.1,1596.1
04:38:14,39.17,3.21,952.1,0,80.06,0.1,1596.1
04:38:15,39.17,3.21,952.2,0,80.06,0.1,1596.1
04:38:16,39.19,3.21,952.2,0,80.06,0.1,1596.1
04:38:17,39.18,3.21,952.3,0,80.06,0.1,1596.1
04:38:18,39.19,3.21,952.3,0,80.06,0.1,1596.1
04:38:19,39.19,3.21,952.4,0,80.06,0.1,1596.1
04:38:20,39.2,3.21,952.4,0,80.06,0.1,1596.1
04:38:21,39.21,3.21,952.5,0,80.06,0.1,1596.1
04:38:22,39.21,3.21,952.5,0,80.06,0.1,1596.1
04:38:23,39.19,3.21,952.6,0,80.06,0.1,1596.1
04:38:24,39.16,3.21,952.6,0,80.06,0.1,1596.1
04:38:25,39.17,3.21,952.7,0,80.06,0.1,1596.1
04:38:26,39.2,3.21,952.7,0,80.06,0.1,1596.1
04:38:27,39.21,3.21,952.8,0,80.06,0.1,1596.1
04:38:28,39.19,3.21,952.9,0,80.06,0.1,1596.1
04:38:29,39.18,3.21,952.9,0,80.06,0.1,1596.1
04:38:30,39.15,3.21,953,0,80.06,0.1,1596.1
04:38:31,39.2,3.21,953,0,80.06,0.1,1596.1
04:38:32,39.2,3.21,953.1,0,80.06,0.1,1596.1
04:38:33,39.22,3.21,953.1,0,80.06,0.1,1596.1
04:38:34,39.21,3.21,953.2,0,80.06,0.1,1596.1
04:38:35,39.21,3.21,953.2,0,80.06,0.1,1596.2
04:38:36,39.23,3.21,953.3,0,80.06,0.1,1596.2
04:38:37,39.22,3.21,953.3,0,80.06,0.1,1596.2
04:38:38,39.21,3.21,953.4,0,80.06,0.1,1596.2
04:38:39,39.21,3.21,953.4,0,80.06,0.1,1596.2
04:38:40,39.22,3.21,953.5,0,80.06,0.1,1596.2
04:38:41,39.21,3.21,953.5,0,80.06,0.1,1596.2
04:38:42,39.21,3.21,953.6,0,80.06,0.1,1596.2
04:38:43,39.23,3.21,953.7,0,80.06,0.1,1596.2
04:38:44,39.22,3.21,953.7,0,80.06,0.1,1596.2
04:38:45,39.19,3.21,953.8,0,80.06,0.1,1596.2
04:38:46,39.18,3.21,953.8,0,80.06,0.1,1596.2
04:38:47,39.17,3.21,953.9,0,80.06,0.1,1596.2
04:38:48,39.2,3.21,953.9,0,80.06,0.1,1596.2
04:38:49,39.19,3.21,954,0,80.06,0.1,1596.2
04:38:50,39.23,3.21,954,0,80.06,0.1,1596.2
04:38:51,39.22,3.21,954.1,0,80.06,0.1,1596.2
04:38:52,39.2,3.21,954.1,0,80.06,0.1,1596.2
04:38:53,39.23,3.21,954.2,0,80.06,0.1,1596.2
04:38:54,39.21,3.21,954.2,0,80.06,0.1,1596.2
04:38:55,39.2,3.21,954.3,0,80.06,0.1,1596.2
04:38:56,39.19,3.21,954.4,0,80.06,0.1,1596.2
04:38:57,39.2,3.21,954.4,0,80.06,0.1,1596.2
04:38:58,39.21,3.21,954.5,0,80.06,0.1,1596.2
04:38:59,39.2,3.21,954.5,0,80.06,0.1,1596.2
04:39:00,39.22,3.21,954.6,0,80.06,0.1,1596.2
04:39:01,39.22,3.21,954.6,0,80.06,0.1,1596.2
04:39:02,39.21,3.21,954.7,0,80.06,0.1,1596.2
04:39:03,39.2,3.21,954.7,0,80.06,0.1,1596.2
04:39:04,39.19,3.21,954.8,0,80.06,0.1,1596.2
04:39:05,39.21,3.21,954.8,0,80.06,0.1,1596.2
04:39:06,39.22,3.21,954.9,0,80.06,0.1,1596.2
04:39:07,39.24,3.21,954.9,0,80.06,0.1,1596.2
04:39:08,39.22,3.21,955,0,80.06,0.1,1596.2
04:39:09,39.23,3.21,955,0,80.06,0.1,1596.2
04:39:10,39.2,3.21,955.1,0,80.06,0.1,1596.2
04:39:11,39.21,3.21,955.2,0,80.06,0.1,1596.2
04:39:12,39.24,3.21,955.2,0,80.06,0.1,1596.2
04:39:13,39.26,3.21,955.3,0,80.06,0.1,1596.2
04:39:14,39.26,3.21,955.3,0,80.06,0.1,1596.2
04:39:15,39.25,3.21,955.4,0,80.06,0.1,1596.2
04:39:16,39.24,3.21,955.4,0,80.06,0.1,1596.2
04:39:17,39.26,3.21,955.5,0,80.06,0.1,1596.2
04:39:18,39.27,3.21,955.5,0,80.06,0.1,1596.2
04:39:19,39.29,3.21,955.6,0,80.06,0.1,1596.2
04:39:20,39.31,3.21,955.6,0,80.06,0.1,1596.2
04:39:21,39.31,3.2,955.7,0,80.06,0.1,1596.2
04:39:22,39.32,3.2,955.7,0,80.06,0.1,1596.2
04:39:23,39.31,3.2,955.8,0,80.06,0.1,1596.2
04:39:24,39.34,3.2,955.8,0,80.06,0.1,1596.2
04:39:25,39.34,3.2,955.9,0,80.06,0.1,1596.2
04:39:26,39.33,3.2,956,0,80.06,0.1,1596.2
04:39:27,39.35,3.2,956,0,80.06,0.1,1596.2
04:39:28,39.37,3.2,956.1,0,80.06,0.1,1596.2
04:39:29,39.37,3.2,956.1,0,80.06,0.1,1596.2
04:39:30,39.42,3.2,956.2,0,80.06,0.1,1596.2
04:39:31,39.39,3.2,956.2,0,80.06,0.1,1596.2
04:39:32,39.37,3.2,956.3,0,80.06,0.1,1596.2
04:39:33,39.39,3.2,956.3,0,80.06,0.1,1596.2
04:39:34,39.38,3.2,956.4,0,80.06,0.1,1596.2
04:39:35,39.42,3.2,956.4,0,80.06,0.1,1596.2
04:39:36,39.39,3.2,956.5,0,80.06,0.1,1596.2
04:39:37,39.4,3.2,956.5,0,80.06,0.1,1596.2
04:39:38,39.39,3.2,956.6,0,80.06,0.1,1596.2
04:39:39,39.37,3.2,956.6,0,80.06,0.1,1596.2
04:39:40,39.37,3.2,956.7,0,80.06,0.1,1596.2
04:39:41,39.38,3.21,956.8,0,80.06,0.1,1596.2
04:39:42,39.4,3.21,956.8,0,80.06,0.1,1596.2
04:39:43,39.39,3.21,956.9,0,80.06,0.1,1596.3
04:39:44,39.39,3.21,956.9,0,80.06,0.1,1596.3
04:39:45,39.42,3.21,957,0,80.06,0.1,1596.3
04:39:46,39.42,3.21,957,0,80.06,0.1,1596.3
04:39:47,39.45,3.21,957.1,0,80.06,0.1,1596.3
04:39:48,39.44,3.21,957.1,0,80.06,0.1,1596.3
04:39:49,39.46,3.21,957.2,0,80.06,0.1,1596.3
04:39:50,39.46,3.21,957.2,0,80.06,0.1,1596.3
04:39:51,39.45,3.21,957.3,0,80.06,0.1,1596.3
04:39:52,39.47,3.21,957.3,0,80.06,0.1,1596.3
04:39:53,39.43,3.21,957.4,0,80.06,0.1,1596.3
04:39:54,39.46,3.21,957.5,0,80.06,0.1,1596.3
04:39:55,39.43,3.21,957.5,0,80.06,0.1,1596.3
04:39:56,39.46,3.21,957.6,0,80.06,0.1,1596.3
04:39:57,39.46,3.21,957.6,0,80.06,0.1,1596.3
04:39:58,39.45,3.21,957.7,0,80.06,0.1,1596.3
04:39:59,39.49,3.21,957.7,0,80.06,0.1,1596.3
04:40:00,39.48,3.21,957.8,0,80.06,0.1,1596.3
04:40:01,39.48,3.21,957.8,0,80.06,0.1,1596.3
04:40:02,39.48,3.21,957.9,0,80.06,0.1,1596.3
04:40:03,39.49,3.21,957.9,0,80.06,0.1,1596.3
04:40:04,39.52,3.21,958,0,80.06,0.1,1596.3
04:40:05,39.48,3.21,958,0,80.06,0.1,1596.3
04:40:06,39.48,3.21,958.1,0,80.06,0.1,1596.3
04:40:07,39.49,3.21,958.1,0,80.06,0.1,1596.3
04:40:08,39.47,3.21,958.2,0,80.06,0.1,1596.3
04:40:09,39.49,3.21,958.3,0,80.06,0.1,1596.3
04:40:10,39.48,3.21,958.3,0,80.06,0.1,1596.3
04:40:11,39.49,3.21,958.4,0,80.06,0.1,1596.3
04:40:12,39.49,3.21,958.4,0,80.06,0.1,1596.3
04:40:13,39.53,3.21,958.5,0,80.06,0.1,1596.3
04:40:14,39.53,3.21,958.5,0,80.06,0.1,1596.3
04:40:15,39.54,3.21,958.6,0,80.06,0.1,1596.3
04:40:16,39.53,3.21,958.6,0,80.06,0.1,1596.3
04:40:17,39.53,3.21,958.7,0,80.06,0.1,1596.3
04:40:18,39.54,3.2,958.7,0,80.06,0.1,1596.3
04:40:19,39.57,3.2,958.8,0,80.06,0.1,1596.3
04:40:20,39.56,3.2,958.8,0,80.06,0.1,1596.3
04:40:21,39.6,3.2,958.9,0,80.06,0.1,1596.3
04:40:22,39.58,3.2,958.9,0,80.06,0.1,1596.3
04:40:23,39.61,3.2,959,0,80.06,0.1,1596.3
04:40:24,39.57,3.21,959.1,0,80.06,0.1,1596.3
04:40:25,39.65,3.21,959.1,0,80.06,0.1,1596.3
04:40:26,39.64,3.21,959.2,0,80.06,0.1,1596.3
04:40:27,39.66,3.21,959.2,0,80.06,0.1,1596.3
04:40:28,39.69,3.21,959.3,0,80.06,0.1,1596.3
04:40:29,39.7,3.21,959.3,0,80.06,0.1,1596.3
04:40:30,39.75,3.21,959.4,0,80.06,0.1,1596.3
04:40:31,39.72,3.21,959.4,0,80.06,0.1,1596.3
04:40:32,39.73,3.21,959.5,0,80.06,0.1,1596.3
04:40:33,39.74,3.21,959.5,0,80.06,0.1,1596.3
04:40:34,39.75,3.21,959.6,0,80.06,0.1,1596.3
04:40:35,39.76,3.21,959.6,0,80.06,0.1,1596.3
04:40:36,39.78,3.21,959.7,0,80.06,0.1,1596.3
04:40:37,39.78,3.21,959.8,0,80.06,0.1,1596.3
04:40:38,39.79,3.21,959.8,0,80.06,0.1,1596.3
04:40:39,39.78,3.21,959.9,0,80.06,0.1,1596.3
04:40:40,39.84,3.21,959.9,0,80.06,0.1,1596.3
04:40:41,39.82,3.21,960,0,80.06,0.1,1596.3
04:40:42,39.88,3.21,960,0,80.06,0.1,1596.3
04:40:43,39.89,3.21,960.1,0,80.06,0.1,1596.3
04:40:44,39.9,3.21,960.1,0,80.06,0.1,1596.3
04:40:45,39.9,3.21,960.2,0,80.06,0.1,1596.3
04:40:46,39.88,3.21,960.2,0,80.06,0.1,1596.3
04:40:47,39.95,3.21,960.3,0,80.06,0.1,1596.3
04:40:48,39.92,3.21,960.3,0,80.06,0.1,1596.3
04:40:49,39.9,3.21,960.4,0,80.06,0.1,1596.3
04:40:50,39.91,3.21,960.4,0,80.06,0.1,1596.3
04:40:51,39.92,3.21,960.5,0,80.06,0.1,1596.4
04:40:52,39.95,3.21,960.6,0,80.06,0.1,1596.4
04:40:53,39.92,3.21,960.6,0,80.06,0.1,1596.4
04:40:54,39.96,3.21,960.7,0,80.06,0.1,1596.4
04:40:55,40.02,3.21,960.7,0,80.06,0.1,1596.4
04:40:56,39.98,3.22,960.8,0,80.06,0.1,1596.4
04:40:57,40.05,3.21,960.8,0,80.06,0.1,1596.4
04:40:58,40.02,3.21,960.9,0,80.06,0.1,1596.4
04:40:59,40.08,3.21,960.9,0,80.06,0.1,1596.4
04:41:00,40.04,3.21,961,0,80.06,0.1,1596.4
04:41:01,40.05,3.21,961,0,80.06,0.1,1596.4
04:41:02,40.05,3.21,961.1,0,80.06,0.1,1596.4
04:41:03,40.04,3.21,961.1,0,80.06,0.1,1596.4
04:41:04,40.05,3.21,961.2,0,80.06,0.1,1596.4
04:41:05,40.08,3.21,961.2,0,80.06,0.1,1596.4
04:41:06,40.09,3.21,961.3,0,80.06,0.1,1596.4
04:41:07,40.13,3.21,961.4,0,80.06,0.1,1596.4
04:41:08,40.11,3.21,961.4,0,80.06,0.1,1596.4
04:41:09,40.14,3.21,961.5,0,80.06,0.1,1596.4
04:41:10,40.11,3.21,961.5,0,80.06,0.1,1596.4
04:41:11,40.14,3.21,961.6,0,80.06,0.1,1596.4
04:41:12,40.14,3.21,961.6,0,80.06,0.1,1596.4
04:41:13,40.13,3.21,961.7,0,80.06,0.1,1596.4
04:41:14,40.13,3.21,961.7,0,80.06,0.1,1596.4
04:41:15,40.13,3.21,961.8,0,80.06,0.1,1596.4
04:41:16,40.14,3.21,961.8,0,80.06,0.1,1596.4
04:41:17,40.12,3.21,961.9,0,80.06,0.1,1596.4
04:41:18,40.14,3.21,961.9,0,80.06,0.1,1596.4
04:41:19,40.12,3.21,962,0,80.06,0.1,1596.4
04:41:20,40.15,3.21,962.1,0,80.06,0.1,1596.4
04:41:21,40.16,3.21,962.1,0,80.06,0.1,1596.4
04:41:22,40.13,3.21,962.2,0,80.06,0.1,1596.4
04:41:23,40.16,3.21,962.2,0,80.06,0.1,1596.4
04:41:24,40.14,3.21,962.3,0,80.06,0.1,1596.4
04:41:25,40.17,3.2,962.3,0,80.06,0.1,1596.4
04:41:26,40.17,3.2,962.4,0,80.06,0.1,1596.4
04:41:27,40.19,3.2,962.4,0,80.06,0.1,1596.4
04:41:28,40.19,3.2,962.5,0,80.06,0.1,1596.4
04:41:29,40.14,3.2,962.5,0,80.06,0.1,1596.4
04:41:30,40.14,3.2,962.6,0,80.06,0.1,1596.4
04:41:31,40.15,3.2,962.6,0,80.06,0.1,1596.4
04:41:32,40.15,3.2,962.7,0,80.06,0.1,1596.4
04:41:33,40.14,3.2,962.7,0,80.06,0.1,1596.4
04:41:34,40.13,3.2,962.8,0,80.06,0.1,1596.4
04:41:35,40.16,3.2,962.9,0,80.06,0.1,1596.4
04:41:36,40.13,3.2,962.9,0,80.06,0.1,1596.4
04:41:37,40.19,3.2,963,0,80.06,0.1,1596.4
04:41:38,40.19,3.2,963,0,80.06,0.1,1596.4
04:41:39,40.21,3.2,963.1,0,80.06,0.1,1596.4
04:41:40,40.18,3.2,963.1,0,80.06,0.1,1596.4
04:41:41,40.18,3.2,963.2,0,80.06,0.1,1596.4
04:41:42,40.22,3.2,963.2,0,80.06,0.1,1596.4
04:41:43,40.16,3.2,963.3,0,80.06,0.1,1596.4
04:41:44,40.19,3.2,963.3,0,80.06,0.1,1596.4
04:41:45,40.18,3.2,963.4,0,80.06,0.1,1596.4
04:41:46,40.16,3.2,963.4,0,80.06,0.1,1596.4
04:41:47,40.16,3.2,963.5,0,80.06,0.1,1596.4
04:41:48,40.16,3.2,963.5,0,80.06,0.1,1596.4
04:41:49,40.23,3.2,963.6,0,80.06,0.1,1596.4
04:41:50,40.2,3.2,963.7,0,80.06,0.1,1596.4
04:41:51,40.16,3.2,963.7,0,80.06,0.1,1596.4
04:41:52,40.22,3.2,963.8,0,80.06,0.1,1596.4
04:41:53,40.2,3.2,963.8,0,80.06,0.1,1596.4
04:41:54,40.21,3.21,963.9,0,80.06,0.1,1596.4
04:41:55,40.19,3.21,963.9,0,80.06,0.1,1596.4
04:41:56,40.2,3.21,964,0,80.06,0.1,1596.4
04:41:57,40.18,3.21,964,0,80.06,0.1,1596.4
04:41:58,40.17,3.21,964.1,0,80.06,0.1,1596.4
04:41:59,40.18,3.21,964.1,0,80.06,0.1,1596.4
04:42:00,40.14,3.21,964.2,0,80.06,0.1,1596.5
04:42:01,40.16,3.21,964.2,0,80.06,0.1,1596.5
04:42:02,40.14,3.21,964.3,0,80.06,0.1,1596.5
04:42:03,40.16,3.21,964.3,0,80.06,0.1,1596.5
04:42:04,40.17,3.21,964.4,0,80.06,0.1,1596.5
04:42:05,40.17,3.21,964.5,0,80.06,0.1,1596.5
04:42:06,40.2,3.21,964.5,0,80.06,0.1,1596.5
04:42:07,40.19,3.21,964.6,0,80.06,0.1,1596.5
04:42:08,40.16,3.21,964.6,0,80.06,0.1,1596.5
04:42:09,40.18,3.2,964.7,0,80.06,0.1,1596.5
04:42:10,40.17,3.2,964.7,0,80.06,0.1,1596.5
04:42:11,40.23,3.2,964.8,0,80.06,0.1,1596.5
04:42:12,40.18,3.2,964.8,0,80.06,0.1,1596.5
04:42:13,40.2,3.2,964.9,0,80.06,0.1,1596.5
04:42:14,40.16,3.2,964.9,0,80.06,0.1,1596.5
04:42:15,40.17,3.2,965,0,80.06,0.1,1596.5
04:42:16,40.16,3.2,965,0,80.06,0.1,1596.5
04:42:17,40.19,3.2,965.1,0,80.06,0.1,1596.5
04:42:18,40.2,3.2,965.1,0,80.06,0.1,1596.5
04:42:19,40.2,3.2,965.2,0,80.06,0.1,1596.5
04:42:20,40.19,3.2,965.3,0,80.06,0.1,1596.5
04:42:21,40.17,3.2,965.3,0,80.06,0.1,1596.5
04:42:22,40.2,3.2,965.4,0,80.06,0.1,1596.5
04:42:23,40.22,3.2,965.4,0,80.06,0.1,1596.5
04:42:24,40.2,3.2,965.5,0,80.06,0.1,1596.5
04:42:25,40.2,3.2,965.5,0,80.06,0.1,1596.5
04:42:26,40.18,3.2,965.6,0,80.06,0.1,1596.5
04:42:27,40.18,3.2,965.6,0,80.06,0.1,1596.5
04:42:28,40.18,3.2,965.7,0,80.06,0.1,1596.5
04:42:29,40.15,3.2,965.7,0,80.06,0.1,1596.5
04:42:30,40.18,3.2,965.8,0,80.06,0.1,1596.5
04:42:31,40.14,3.2,965.8,0,80.06,0.1,1596.5
04:42:32,40.2,3.2,965.9,0,80.06,0.1,1596.5
04:42:33,40.17,3.2,965.9,0,80.06,0.1,1596.5
04:42:34,40.21,3.2,966,0,80.06,0.1,1596.5
04:42:35,40.17,3.2,966.1,0,80.06,0.1,1596.5
04:42:36,40.16,3.2,966.1,0,80.06,0.1,1596.5
04:42:37,40.18,3.2,966.2,0,80.06,0.1,1596.5
04:42:38,40.15,3.2,966.2,0,80.06,0.1,1596.5
04:42:39,40.16,3.2,966.3,0,80.06,0.1,1596.5
04:42:40,40.16,3.2,966.3,0,80.06,0.1,1596.5
04:42:41,40.16,3.2,966.4,0,80.06,0.1,1596.5
04:42:42,40.14,3.2,966.4,0,80.06,0.1,1596.5
04:42:43,40.12,3.19,966.5,0,80.06,0.1,1596.5
04:42:44,40.17,3.19,966.5,0,80.06,0.1,1596.5
04:42:45,40.15,3.19,966.6,0,80.06,0.1,1596.5
04:42:46,40.15,3.19,966.6,0,80.06,0.1,1596.5
04:42:47,40.15,3.19,966.7,0,80.06,0.1,1596.5
04:42:48,40.16,3.19,966.7,0,80.06,0.1,1596.5
04:42:49,40.19,3.19,966.8,0,80.06,0.1,1596.5
04:42:50,40.16,3.19,966.9,0,80.06,0.1,1596.5
04:42:51,40.21,3.19,966.9,0,80.06,0.1,1596.5
04:42:52,40.21,3.19,967,0,80.06,0.1,1596.5
04:42:53,40.17,3.19,967,0,80.06,0.1,1596.5
04:42:54,40.2,3.19,967.1,0,80.06,0.1,1596.5
04:42:55,40.17,3.19,967.1,0,80.06,0.1,1596.5
04:42:56,40.16,3.19,967.2,0,80.06,0.1,1596.5
04:42:57,40.17,3.19,967.2,0,80.06,0.1,1596.5
04:42:58,40.14,3.19,967.3,0,80.06,0.1,1596.5
04:42:59,40.16,3.2,967.3,0,80.06,0.1,1596.5
04:43:00,40.14,3.2,967.4,0,80.06,0.1,1596.5
04:43:01,40.18,3.2,967.4,0,80.06,0.1,1596.5
04:43:03,40.17,3.2,967.5,0,80.06,0.1,1596.5
04:43:03,40.18,3.2,967.5,0,80.06,0.1,1596.5
04:43:04,40.19,3.2,967.6,0,80.06,0.1,1596.5
04:43:05,40.15,3.2,967.7,0,80.06,0.1,1596.5
04:43:06,40.17,3.2,967.7,0,80.06,0.1,1596.5
04:43:07,40.15,3.2,967.8,0,80.06,0.1,1596.5
04:43:08,40.15,3.2,967.8,0,80.06,0.1,1596.5
04:43:09,40.16,3.2,967.9,0,80.06,0.1,1596.6
04:43:10,40.16,3.2,967.9,0,80.06,0.1,1596.6
04:43:11,40.15,3.2,968,0,80.06,0.1,1596.6
04:43:12,40.15,3.2,968,0,80.06,0.1,1596.6
04:43:13,40.18,3.2,968.1,0,80.06,0.1,1596.6
04:43:14,40.21,3.2,968.1,0,80.06,0.1,1596.6
04:43:15,40.23,3.2,968.2,0,80.06,0.1,1596.6
04:43:16,40.24,3.2,968.2,0,80.06,0.1,1596.6
04:43:17,40.29,3.2,968.3,0,80.06,0.1,1596.6
04:43:18,40.31,3.2,968.3,0,80.06,0.1,1596.6
04:43:19,40.32,3.2,968.4,0,80.06,0.1,1596.6
04:43:20,40.33,3.2,968.5,0,80.06,0.1,1596.6
04:43:21,40.39,3.2,968.5,0,80.06,0.1,1596.6
04:43:22,40.4,3.2,968.6,0,80.06,0.1,1596.6
04:43:23,40.44,3.2,968.6,0,80.06,0.1,1596.6
04:43:24,40.48,3.2,968.7,0,80.06,0.1,1596.6
04:43:25,40.51,3.2,968.7,0,80.06,0.1,1596.6
04:43:26,40.52,3.2,968.8,0,80.06,0.1,1596.6
04:43:27,40.61,3.2,968.8,0,80.06,0.1,1596.6
04:43:28,40.64,3.2,968.9,0,80.06,0.1,1596.6
04:43:29,40.64,3.2,968.9,0,80.06,0.1,1596.6
04:43:30,40.66,3.2,969,0,80.06,0.1,1596.6
04:43:31,40.7,3.2,969,0,80.06,0.1,1596.6
04:43:32,40.75,3.2,969.1,0,80.06,0.1,1596.6
04:43:33,40.74,3.2,969.1,0,80.06,0.1,1596.6
04:43:34,40.79,3.2,969.2,0,80.06,0.1,1596.6
04:43:35,40.83,3.21,969.3,0,80.06,0.1,1596.6
04:43:36,40.83,3.21,969.3,0,80.06,0.1,1596.6
04:43:37,40.86,3.2,969.4,0,80.06,0.1,1596.6
04:43:38,40.87,3.2,969.4,0,80.06,0.1,1596.6
04:43:39,40.92,3.2,969.5,0,80.06,0.1,1596.6
04:43:40,40.95,3.2,969.5,0,80.06,0.1,1596.6
