时间,施工压力,施工排量,阶段液量,总液量,砂浓度,阶段砂量,砂总量,混砂1液添3
HH:mm:ss,MPa,m3/min,m3,m3,kg/m3,t,t,L/min
16:53:05,79.6,16,132.3,577.5,151.2,18.8,38.4,29.94
16:53:06,79.6,16,132.6,577.8,151.2,18.8,38.4,30.19
16:53:07,79.6,16,132.9,578.1,151,18.9,38.5,30
16:53:08,79.6,16,133.1,578.3,151,18.9,38.5,30.16
16:53:09,79.6,16,133.4,578.6,151.2,19,38.5,29.96
16:53:10,79.6,16,133.7,578.9,151.1,19,38.6,30.51
16:53:11,79.6,16,133.9,579.1,150.9,19,38.6,29.87
16:53:12,79.7,16,134.2,579.4,151.1,19.1,38.6,29.89
16:53:13,79.7,16,134.5,579.7,151.2,19.1,38.7,29.66
16:53:14,79.6,16,134.7,579.9,151,19.1,38.7,29.8
16:53:15,79.6,16,135,580.2,151.1,19.2,38.8,30.26
16:53:16,79.7,16,0,580.5,151.1,0,38.8,29.49
16:53:17,79.6,16,0.3,580.7,151.1,0,38.8,29.99
16:53:18,79.6,16,0.5,581,151.1,0.1,38.9,29.96
16:53:19,79.6,16,0.8,581.3,151.2,0.1,38.9,29.98
16:53:20,79.6,16,1.1,581.5,155.9,0.2,39,29.97
16:53:21,79.6,15.9,1.3,581.8,158.6,0.2,39,29.58
16:53:22,79.6,15.9,1.6,582.1,159.8,0.2,39,29.58
16:53:23,79.7,15.9,1.9,582.3,161.3,0.3,39.1,29.78
16:53:24,79.7,16,2.1,582.6,162.4,0.3,39.1,29.94
16:53:25,79.7,16,2.4,582.9,163.2,0.4,39.2,29.65
16:53:26,79.7,16,2.7,583.1,163.7,0.4,39.2,29.75
16:53:27,79.6,16,2.9,583.4,164,0.4,39.2,29.79
16:53:28,79.7,16,3.2,583.7,164.4,0.5,39.3,30.39
16:53:29,79.6,16,3.5,583.9,164.6,0.5,39.3,30.05
16:53:30,79.6,16,3.7,584.2,164.8,0.6,39.4,30.32
16:53:31,79.6,16,4,584.5,164.8,0.6,39.4,29.73
16:53:32,79.6,16,4.3,584.7,164.9,0.6,39.4,29.8
16:53:33,79.6,16,4.5,585,164.9,0.7,39.5,29.84
16:53:34,79.6,16,4.8,585.3,164.9,0.7,39.5,29.77
16:53:35,79.6,16,5.1,585.5,164.9,0.8,39.6,30.04
16:53:36,79.6,16,5.3,585.8,164.8,0.8,39.6,29.7
16:53:37,79.6,16,5.6,586.1,164.8,0.9,39.7,29.7
16:53:38,79.6,15.9,5.9,586.3,164.9,0.9,39.7,29.66
16:53:39,79.6,15.9,6.1,586.6,164.8,0.9,39.7,29.79
16:53:40,79.6,16,6.4,586.8,164.7,1,39.8,29.79
16:53:41,79.6,16,6.6,587.1,164.9,1,39.8,30.09
16:53:42,79.6,16,6.9,587.4,164.9,1.1,39.9,29.99
16:53:43,79.6,16,7.2,587.6,164.9,1.1,39.9,29.94
16:53:44,79.6,16,7.4,587.9,166.3,1.1,39.9,29.74
16:53:45,79.6,16,7.7,588.2,167.4,1.2,40,29.6
16:53:46,79.6,16,8,588.4,168,1.2,40,29.89
16:53:47,79.6,16,8.2,588.7,168.4,1.3,40.1,30.14
16:53:48,79.6,16,8.5,589,168.7,1.3,40.1,30.14
16:53:49,79.6,16,8.8,589.2,168.9,1.4,40.2,30.06
16:53:50,79.6,15.9,9,589.5,169.2,1.4,40.2,30.07
16:53:51,79.6,15.9,9.3,589.8,169.2,1.4,40.2,29.87
16:53:52,79.6,15.9,9.6,590,169.4,1.5,40.3,29.38
16:53:53,79.6,15.9,9.8,590.3,169.5,1.5,40.3,29.98
16:53:54,79.6,15.9,10.1,590.6,169.5,1.6,40.4,29.93
16:53:55,79.6,15.9,10.4,590.8,169.5,1.6,40.4,30.04
16:53:56,79.6,15.9,10.6,591.1,169.4,1.6,40.4,30.04
16:53:57,79.5,15.9,10.9,591.4,169.4,1.7,40.5,29.99
16:53:58,79.5,16,11.2,591.6,169.4,1.7,40.5,29.41
16:53:59,79.5,16,11.4,591.9,169.5,1.8,40.6,30.21
16:54:00,79.5,16,11.7,592.2,169.5,1.8,40.6,29.88
16:54:01,79.5,16,12,592.4,169.6,1.9,40.7,29.97
16:54:02,79.5,16,12.2,592.7,169.6,1.9,40.7,30.02
16:54:03,79.6,16,12.5,593,169.6,1.9,40.7,29.8
16:54:04,79.6,16,12.8,593.2,169.7,2,40.8,30.39
16:54:05,79.6,15.9,13,593.5,169.7,2,40.8,29.8
16:54:06,79.6,15.9,13.3,593.8,169.9,2.1,40.9,30.25
16:54:07,79.6,15.9,13.6,594,169.6,2.1,40.9,29.74
16:54:08,79.6,15.9,13.8,594.3,169.4,2.2,41,30.19
16:54:09,79.5,16,14.1,594.6,169.3,2.2,41,29.53
16:54:10,79.5,16,14.4,594.8,169.3,2.2,41,29.56
16:54:11,79.6,16,14.6,595.1,169.5,2.3,41.1,29.69
16:54:12,79.5,16,14.9,595.4,169.6,2.3,41.1,29.87
16:54:13,79.5,16,15.2,595.6,169.5,2.4,41.2,30.06
16:54:14,79.5,16,15.4,595.9,169.5,2.4,41.2,30.07
16:54:15,79.5,16,15.7,596.2,169.5,2.4,41.3,30.34
16:54:16,79.5,16,16,596.4,169.6,2.5,41.3,29.92
16:54:17,79.6,16,16.2,596.7,169.6,2.5,41.3,29.95
16:54:18,79.6,16,16.5,597,169.6,2.6,41.4,30.29
16:54:19,79.5,16,16.8,597.2,169.6,2.6,41.4,29.78
16:54:20,79.5,16,17,597.5,169.6,2.7,41.5,29.63
16:54:21,79.5,16,17.3,597.8,169.7,2.7,41.5,29.53
16:54:22,79.5,16,17.6,598,169.7,2.7,41.5,30.09
16:54:23,79.5,16,17.8,598.3,169.8,2.8,41.6,29.35
16:54:24,79.5,16,18.1,598.6,170,2.8,41.6,30.54
16:54:25,79.5,16,18.4,598.8,170.1,2.9,41.7,30.12
16:54:26,79.6,16,18.6,599.1,170,2.9,41.7,29.68
16:54:27,79.5,16,18.9,599.3,170.2,3,41.8,29.94
16:54:28,79.5,16,19.2,599.6,170.3,3,41.8,29.89
16:54:29,79.5,16,19.4,599.9,170.3,3,41.8,30.08
16:54:30,79.6,16,19.7,600.1,170.3,3.1,41.9,29.79
16:54:31,79.5,16,20,600.4,170.4,3.1,41.9,30.21
16:54:32,79.5,16,20.2,600.7,170.5,3.2,42,29.59
16:54:33,79.6,16,20.5,600.9,170.6,3.2,42,30.2
16:54:34,79.6,16,20.7,601.2,170.6,3.3,42.1,29.86
16:54:35,79.6,16,21,601.5,170.6,3.3,42.1,30.12
16:54:36,79.5,16,21.3,601.7,170.6,3.3,42.1,30.12
16:54:37,79.6,16,21.5,602,170.6,3.4,42.2,30.13
16:54:38,79.6,16,21.8,602.3,170.7,3.4,42.2,30.4
16:54:39,79.5,15.9,22.1,602.5,170.6,3.5,42.3,29.74
16:54:40,79.5,15.9,22.3,602.8,170.5,3.5,42.3,30.23
16:54:41,79.6,16,22.6,603.1,170.5,3.6,42.4,29.26
16:54:42,79.6,15.9,22.9,603.3,170.5,3.6,42.4,30.31
16:54:43,79.5,16,23.1,603.6,170.5,3.6,42.4,29.72
16:54:44,79.5,16,23.4,603.9,170.4,3.7,42.5,29.95
16:54:45,79.5,16,23.7,604.1,170.4,3.7,42.5,30.25
16:54:46,79.5,16,23.9,604.4,170.5,3.8,42.6,29.95
16:54:47,79.5,16,24.2,604.7,170.5,3.8,42.6,30.24
16:54:48,79.5,16,24.5,604.9,170.5,3.8,42.6,30.14
16:54:49,79.5,16,24.7,605.2,170.6,3.9,42.7,30.38
16:54:50,79.5,16,25,605.5,170.5,3.9,42.7,30.18
16:54:51,79.5,16,25.3,605.7,170.5,4,42.8,29.97
16:54:52,79.5,16,25.5,606,170.5,4,42.8,29.29
16:54:53,79.5,16,25.8,606.3,170.6,4.1,42.9,30.32
16:54:54,79.5,16,26.1,606.5,170.5,4.1,42.9,30.49
16:54:55,79.5,16,26.3,606.8,170.4,4.1,42.9,29.98
16:54:56,79.5,16,26.6,607.1,170.5,4.2,43,30
16:54:57,79.5,16,26.9,607.3,170.6,4.2,43,29.95
16:54:58,79.5,16,27.1,607.6,170.6,4.3,43.1,30.21
16:54:59,79.5,16,27.4,607.9,170.6,4.3,43.1,29.63
16:55:00,79.6,16,27.7,608.1,170.6,4.4,43.2,29.79
16:55:01,79.6,16,27.9,608.4,170.5,4.4,43.2,29.93
16:55:02,79.6,16,28.2,608.7,170.6,4.4,43.2,29.86
16:55:03,79.5,15.9,28.5,608.9,170.6,4.5,43.3,29.7
16:55:04,79.6,15.9,28.7,609.2,170.5,4.5,43.3,30.09
16:55:05,79.5,15.9,29,609.5,170.6,4.6,43.4,29.96
16:55:06,79.5,15.9,29.3,609.7,170.6,4.6,43.4,30.17
16:55:07,79.5,15.9,29.5,610,170.4,4.7,43.5,30.33
16:55:08,79.5,15.9,29.8,610.3,170.3,4.7,43.5,30.03
16:55:09,79.5,16,30.1,610.5,170.4,4.7,43.5,30.2
16:55:10,79.5,16,30.3,610.8,170.4,4.8,43.6,29.61
16:55:11,79.6,16,30.6,611.1,170.5,4.8,43.6,30.45
16:55:12,79.6,16,30.9,611.3,170.4,4.9,43.7,29.69
16:55:13,79.6,16,31.1,611.6,170.5,4.9,43.7,29.87
16:55:14,79.6,16,31.4,611.9,170.5,5,43.8,29.78
16:55:15,79.6,16,31.7,612.1,170.6,5,43.8,29.84
16:55:16,79.6,15.9,31.9,612.4,170.5,5,43.8,29.83
16:55:17,79.6,15.9,32.2,612.7,170.6,5.1,43.9,29.67
16:55:18,79.6,15.9,32.5,612.9,170.5,5.1,43.9,30.16
16:55:19,79.6,15.9,32.7,613.2,170.5,5.2,44,29.81
16:55:20,79.6,15.9,33,613.5,170.5,5.2,44,29.98
16:55:21,79.6,15.9,33.3,613.7,170.5,5.2,44,29.67
16:55:22,79.6,15.9,33.5,614,170.5,5.3,44.1,29.55
16:55:23,79.6,15.9,33.8,614.3,170.4,5.3,44.1,30.09
16:55:24,79.6,16,34.1,614.5,170.4,5.4,44.2,30.3
16:55:25,79.6,16,34.3,614.8,170.5,5.4,44.2,29.87
16:55:26,79.6,16,34.6,615,170.5,5.5,44.3,30.1
16:55:27,79.6,16,34.8,615.3,170.5,5.5,44.3,29.88
16:55:28,79.6,16,35.1,615.6,170.5,5.5,44.3,29.69
16:55:29,79.6,16,35.4,615.8,170.5,5.6,44.4,30.02
16:55:30,79.6,16,35.6,616.1,170.5,5.6,44.4,29.9
16:55:31,79.6,16,35.9,616.4,170.4,5.7,44.5,30.09
16:55:32,79.6,16,36.2,616.6,170.3,5.7,44.5,29.7
16:55:33,79.7,16,36.4,616.9,170.5,5.8,44.6,29.54
16:55:34,79.6,16,36.7,617.2,170.6,5.8,44.6,30.18
16:55:35,79.6,16,37,617.4,170.6,5.8,44.6,29.65
16:55:36,79.6,16,37.2,617.7,170.7,5.9,44.7,29.69
16:55:37,79.6,16,37.5,618,170.5,5.9,44.7,29.86
16:55:38,79.6,16,37.8,618.2,170.6,6,44.8,29.81
16:55:39,79.7,16,38,618.5,170.6,6,44.8,29.74
16:55:40,79.7,16,38.3,618.8,170.4,6.1,44.9,29.68
16:55:41,79.6,16,38.6,619,170.4,6.1,44.9,29.67
16:55:42,79.6,16,38.8,619.3,170.3,6.1,44.9,29.89
16:55:43,79.6,16,39.1,619.6,170.5,6.2,45,30.15
16:55:44,79.6,16,39.4,619.8,170.5,6.2,45,29.61
16:55:45,79.6,16,39.6,620.1,170.4,6.3,45.1,30.64
16:55:46,79.6,16,39.9,620.4,170.5,6.3,45.1,29.89
16:55:47,79.7,16,40.2,620.6,170.5,6.4,45.2,30.42
16:55:48,79.7,16,40.4,620.9,170.6,6.4,45.2,29.87
16:55:49,79.7,16,40.7,621.2,170.6,6.4,45.2,30.11
16:55:50,79.6,16,41,621.4,170.4,6.5,45.3,29.6
16:55:51,79.7,16,41.2,621.7,170.4,6.5,45.3,30.16
16:55:52,79.7,16,41.5,622,170.5,6.6,45.4,30.08
16:55:53,79.7,16,41.8,622.2,170.6,6.6,45.4,29.8
16:55:54,79.6,16,42,622.5,170.5,6.6,45.5,29.79
16:55:55,79.6,16,42.3,622.8,170.4,6.7,45.5,29.85
16:55:56,79.6,16,42.6,623,170.3,6.7,45.5,29.76
16:55:57,79.6,16,42.8,623.3,170.3,6.8,45.6,29.71
16:55:58,79.6,16,43.1,623.6,170.2,6.8,45.6,30.2
16:55:59,79.6,16,43.4,623.8,170.2,6.9,45.7,29.97
16:56:00,79.6,16,43.6,624.1,170.3,6.9,45.7,30.46
16:56:01,79.6,16,43.9,624.4,170.5,6.9,45.7,29.92
16:56:02,79.6,16,44.2,624.6,170.5,7,45.8,29.72
16:56:03,79.6,16,44.4,624.9,170.3,7,45.8,30.33
16:56:04,79.6,16,44.7,625.2,170.4,7.1,45.9,29.74
16:56:05,79.6,16,45,625.4,170.5,7.1,45.9,30.3
16:56:06,79.6,16,45.2,625.7,170.6,7.2,46,30.1
16:56:07,79.6,16,45.5,626,170.6,7.2,46,30.16
16:56:08,79.6,16,45.8,626.2,170.5,7.2,46,29.69
16:56:09,79.6,16,46,626.5,170.5,7.3,46.1,30.19
16:56:10,79.7,16,46.3,626.8,170.5,7.3,46.1,29.74
16:56:11,79.7,15.9,46.6,627,170.5,7.4,46.2,29.97
16:56:12,79.6,15.9,46.8,627.3,170.5,7.4,46.2,29.92
16:56:13,79.6,15.9,47.1,627.6,170.4,7.5,46.3,30.02
16:56:14,79.6,15.9,47.4,627.8,170.4,7.5,46.3,30.06
16:56:15,79.6,15.9,47.6,628.1,170.4,7.5,46.3,29.37
16:56:16,79.6,15.9,47.9,628.4,170.5,7.6,46.4,30.44
16:56:17,79.6,15.9,48.2,628.6,170.4,7.6,46.4,29.75
16:56:18,79.6,15.9,48.4,628.9,170.4,7.7,46.5,29.91
16:56:19,79.6,15.9,48.7,629.2,170.5,7.7,46.5,29.92
16:56:20,79.6,15.9,49,629.4,170.5,7.8,46.6,29.6
16:56:21,79.5,15.9,49.2,629.7,170.4,7.8,46.6,29.85
16:56:22,79.5,15.9,49.5,629.9,170.2,7.8,46.6,29.57
16:56:23,79.5,15.9,49.7,630.2,170.2,7.9,46.7,30.04
16:56:24,79.5,15.9,50,630.5,170.3,7.9,46.7,29.88
16:56:25,79.6,15.9,50.3,630.7,170.3,8,46.8,30.18
16:56:26,79.6,15.9,50.5,631,170.4,8,46.8,29.84
16:56:27,79.6,15.9,50.8,631.3,170.4,8,46.8,29.59
16:56:28,79.6,15.9,51.1,631.5,170.4,8.1,46.9,30.18
16:56:29,79.6,15.9,51.3,631.8,170.4,8.1,46.9,29.91
16:56:30,79.6,15.9,51.6,632.1,170.4,8.2,47,29.9
16:56:31,79.6,15.9,51.9,632.3,170.4,8.2,47,29.78
16:56:32,79.6,15.9,52.1,632.6,170.4,8.3,47.1,30.15
16:56:33,79.6,15.9,52.4,632.9,170.4,8.3,47.1,29.64
16:56:34,79.6,15.9,52.7,633.1,170.5,8.3,47.1,29.79
16:56:35,79.6,15.9,52.9,633.4,170.5,8.4,47.2,30.28
16:56:36,79.6,15.9,53.2,633.7,170.5,8.4,47.2,30.34
16:56:37,79.6,15.9,53.5,633.9,170.4,8.5,47.3,30
16:56:38,79.7,15.9,53.7,634.2,170.4,8.5,47.3,29.67
16:56:39,79.6,16,54,634.5,170.4,8.6,47.4,29.93
16:56:40,79.7,16,54.3,634.7,170.5,8.6,47.4,29.78
16:56:41,79.7,16,54.5,635,170.4,8.6,47.4,30.16
16:56:42,79.7,16,54.8,635.3,170.5,8.7,47.5,29.8
16:56:43,79.6,15.9,55.1,635.5,170.5,8.7,47.5,29.53
16:56:44,79.6,15.9,55.3,635.8,170.6,8.8,47.6,29.62
16:56:45,79.6,16,55.6,636.1,170.4,8.8,47.6,29.55
16:56:46,79.6,16,55.9,636.3,170.4,8.9,47.7,29.95
16:56:47,79.6,16,56.1,636.6,170.5,8.9,47.7,29.92
16:56:48,79.7,16,56.4,636.9,170.3,8.9,47.7,30.09
16:56:49,79.7,16,56.7,637.1,170.4,9,47.8,30.29
16:56:50,79.7,16,56.9,637.4,170.5,9,47.8,30.11
16:56:51,79.7,16,57.2,637.7,170.6,9.1,47.9,30.02
16:56:52,79.7,16,57.5,637.9,170.5,9.1,47.9,30.17
16:56:53,79.7,16,57.7,638.2,170.6,9.1,48,30.29
16:56:54,79.7,16,58,638.5,170.5,9.2,48,30.27
16:56:55,79.6,16,58.3,638.7,170.5,9.2,48,29.55
16:56:56,79.6,16,58.5,639,170.6,9.3,48.1,29.93
16:56:57,79.7,16,58.8,639.3,170.7,9.3,48.1,30.05
16:56:58,79.7,16,59.1,639.5,170.7,9.4,48.2,29.57
16:56:59,79.6,16,59.3,639.8,170.6,9.4,48.2,29.89
16:57:00,79.7,16,59.6,640.1,170.5,9.4,48.2,29.69
16:57:01,79.7,16,59.9,640.3,170.4,9.5,48.3,29.86
16:57:02,79.7,15.9,60.1,640.6,170.4,9.5,48.3,29.98
16:57:03,79.6,15.9,60.4,640.8,170.5,9.6,48.4,29.88
16:57:04,79.7,15.9,60.6,641.1,170.4,9.6,48.4,29.86
16:57:05,79.6,16,60.9,641.4,170.3,9.7,48.5,29.82
16:57:06,79.7,16,61.2,641.6,170.4,9.7,48.5,29.87
16:57:07,79.6,16,61.4,641.9,170.4,9.7,48.5,29.88
16:57:08,79.6,16,61.7,642.2,170.3,9.8,48.6,30.06
16:57:09,79.6,16,62,642.4,170.4,9.8,48.6,29.7
16:57:10,79.6,16,62.2,642.7,170.5,9.9,48.7,30.22
16:57:11,79.6,16,62.5,643,170.5,9.9,48.7,30
16:57:12,79.6,15.9,62.8,643.2,170.5,10,48.8,30.26
16:57:13,79.6,15.9,63,643.5,170.5,10,48.8,29.9
16:57:14,79.6,15.9,63.3,643.8,170.6,10,48.8,29.89
16:57:15,79.6,15.9,63.6,644,170.5,10.1,48.9,30.25
16:57:16,79.6,15.9,63.8,644.3,170.4,10.1,48.9,29.95
16:57:17,79.6,15.9,64.1,644.6,170.4,10.2,49,29.77
16:57:18,79.6,15.9,64.4,644.8,170.4,10.2,49,29.82
16:57:19,79.6,15.9,64.6,645.1,170.3,10.3,49.1,30.12
16:57:20,79.6,16,64.9,645.4,170.3,10.3,49.1,29.83
16:57:21,79.6,16,65.2,645.6,170.3,10.3,49.1,30.12
16:57:22,79.6,16,65.4,645.9,170.4,10.4,49.2,30.12
16:57:23,79.6,16,65.7,646.2,170.4,10.4,49.2,30.09
16:57:24,79.7,16,66,646.4,170.4,10.5,49.3,29.64
16:57:25,79.7,16,66.2,646.7,170.4,10.5,49.3,29.88
16:57:26,79.6,16,66.5,647,170.5,10.5,49.4,29.65
16:57:27,79.7,16,66.8,647.2,170.6,10.6,49.4,29.7
16:57:28,79.7,16,67,647.5,170.6,10.6,49.4,30.18
16:57:29,79.7,16,67.3,647.8,170.6,10.7,49.5,29.98
16:57:30,79.6,16,67.6,648,170.7,10.7,49.5,30.34
16:57:31,79.7,16,67.8,648.3,170.6,10.8,49.6,30.1
16:57:32,79.7,16,68.1,648.6,170.6,10.8,49.6,29.93
16:57:33,79.7,15.9,68.4,648.8,170.7,10.8,49.6,30.11
16:57:34,79.6,15.9,68.6,649.1,170.6,10.9,49.7,29.72
16:57:35,79.6,15.9,68.9,649.4,170.6,10.9,49.7,29.91
16:57:36,79.6,15.9,69.2,649.6,170.5,11,49.8,29.99
16:57:37,79.6,15.9,69.4,649.9,170.5,11,49.8,30.12
16:57:38,79.6,15.9,69.7,650.2,170.5,11.1,49.9,29.81
16:57:39,79.6,15.9,70,650.4,170.4,11.1,49.9,29.98
16:57:40,79.7,15.9,70.2,650.7,170.5,11.1,49.9,30.05
16:57:41,79.7,15.9,70.5,651,170.5,11.2,50,30.18
16:57:42,79.7,15.9,70.8,651.2,170.5,11.2,50,29.73
16:57:43,79.7,15.9,71,651.5,170.5,11.3,50.1,29.83
16:57:44,79.7,15.9,71.3,651.7,170.5,11.3,50.1,29.89
16:57:45,79.7,15.9,71.5,652,170.4,11.4,50.2,29.69
16:57:46,79.7,15.9,71.8,652.3,170.4,11.4,50.2,30.25
16:57:47,79.7,15.9,72.1,652.5,170.4,11.4,50.2,30.19
16:57:48,79.7,16,72.3,652.8,170.4,11.5,50.3,30.28
16:57:49,79.6,16,72.6,653.1,170.3,11.5,50.3,29.93
16:57:50,79.6,16,72.9,653.3,170.3,11.6,50.4,29.94
16:57:51,79.7,16,73.1,653.6,170.3,11.6,50.4,29.92
16:57:52,79.7,16,73.4,653.9,170.3,11.7,50.5,30.03
16:57:53,79.6,16,73.7,654.1,170.4,11.7,50.5,30.01
16:57:54,79.7,16,73.9,654.4,170.5,11.7,50.5,29.8
16:57:55,79.7,16,74.2,654.7,170.5,11.8,50.6,29.87
16:57:56,79.6,16,74.5,654.9,170.5,11.8,50.6,29.81
16:57:57,79.6,16,74.7,655.2,170.6,11.9,50.7,29.9
16:57:58,79.6,16,75,655.5,170.7,11.9,50.7,30.2
16:57:59,79.6,16,75.3,655.7,170.6,11.9,50.7,29.96
16:58:00,79.6,16,75.5,656,170.6,12,50.8,29.84
16:58:01,79.6,16,75.8,656.3,170.6,12,50.8,30.18
16:58:02,79.6,16,76.1,656.5,170.7,12.1,50.9,29.96
16:58:03,79.7,16,76.3,656.8,170.7,12.1,50.9,29.59
16:58:04,79.6,16,76.6,657.1,170.6,12.2,51,29.76
16:58:05,79.6,16,76.9,657.3,170.5,12.2,51,29.93
16:58:06,79.6,16,77.1,657.6,170.6,12.2,51,30.21
16:58:07,79.6,16,77.4,657.9,170.6,12.3,51.1,30.09
16:58:08,79.6,16,77.7,658.1,170.6,12.3,51.1,30.12
16:58:09,79.6,16,77.9,658.4,170.6,12.4,51.2,29.99
16:58:10,79.7,16,78.2,658.7,170.6,12.4,51.2,29.71
16:58:11,79.7,16,78.5,658.9,170.6,12.5,51.3,29.67
16:58:12,79.7,16,78.7,659.2,170.5,12.5,51.3,29.78
16:58:13,79.6,16,79,659.5,170.4,12.5,51.3,29.53
16:58:14,79.7,16,79.3,659.7,170.5,12.6,51.4,29.71
16:58:15,79.7,16,79.5,660,170.5,12.6,51.4,30.09
16:58:16,79.7,16,79.8,660.3,170.5,12.7,51.5,29.89
16:58:17,79.7,16,80.1,660.5,170.4,12.7,51.5,29.94
16:58:18,79.7,16,80.3,660.8,170.4,12.8,51.6,29.93
16:58:19,79.7,16,80.6,661.1,170.4,12.8,51.6,30.16
16:58:20,79.6,16,80.9,661.3,170.5,12.8,51.6,29.91
16:58:21,79.6,16,81.1,661.6,170.5,12.9,51.7,29.62
16:58:22,79.6,16,81.4,661.9,170.5,12.9,51.7,29.71
16:58:23,79.6,16,81.7,662.1,170.6,13,51.8,29.61
16:58:24,79.6,15.9,81.9,662.4,170.6,13,51.8,29.72
16:58:25,79.6,15.9,82.2,662.7,170.6,13.1,51.9,29.97
16:58:26,79.6,15.9,82.5,662.9,170.3,13.1,51.9,30.27
16:58:27,79.6,16,82.7,663.2,170.2,13.1,51.9,30.21
16:58:28,79.6,16,83,663.5,170.4,13.2,52,30.15
16:58:29,79.6,16,83.3,663.7,170.4,13.2,52,30.15
16:58:30,79.6,16,83.5,664,170.4,13.3,52.1,29.86
16:58:31,79.6,16,83.8,664.3,170.5,13.3,52.1,30.03
16:58:32,79.6,16,84.1,664.5,170.6,13.3,52.2,30.12
16:58:33,79.6,16,84.3,664.8,170.6,13.4,52.2,30.01
16:58:34,79.7,16,84.6,665.1,170.6,13.4,52.2,30.08
16:58:35,79.7,16,84.9,665.3,170.6,13.5,52.3,30.03
16:58:36,79.7,16,85.1,665.6,170.6,13.5,52.3,29.68
16:58:37,79.7,15.9,85.4,665.9,170.6,13.6,52.4,29.85
16:58:38,79.7,16,85.7,666.1,170.6,13.6,52.4,29.85
16:58:39,79.7,16,85.9,666.4,170.5,13.6,52.4,29.75
16:58:40,79.6,16,86.2,666.6,170.6,13.7,52.5,29.99
16:58:41,79.6,16,86.5,666.9,170.5,13.7,52.5,29.54
16:58:42,79.6,16,86.7,667.2,170.3,13.8,52.6,29.62
16:58:43,79.6,16,87,667.4,170.4,13.8,52.6,29.79
16:58:44,79.6,16,87.2,667.7,170.5,13.9,52.7,29.75
16:58:45,79.6,16,87.5,668,170.6,13.9,52.7,29.96
16:58:46,79.6,16,87.8,668.2,170.5,13.9,52.7,29.85
16:58:47,79.6,16,88,668.5,170.6,14,52.8,29.78
16:58:48,79.6,16,88.3,668.8,170.6,14,52.8,29.89
16:58:49,79.6,16,88.6,669,170.5,14.1,52.9,29.82
16:58:50,79.6,16,88.8,669.3,170.5,14.1,52.9,29.63
16:58:51,79.6,16,89.1,669.6,170.6,14.2,53,29.81
16:58:52,79.6,16,89.4,669.8,170.4,14.2,53,29.77
16:58:53,79.6,16,89.6,670.1,170.4,14.2,53,30.15
16:58:54,79.6,16,89.9,670.4,170.6,14.3,53.1,30.32
16:58:55,79.6,16,90.2,670.6,170.6,14.3,53.1,30
16:58:56,79.6,16,90.4,670.9,170.5,14.4,53.2,29.86
16:58:57,79.7,16,90.7,671.2,170.4,14.4,53.2,29.88
16:58:58,79.7,16,91,671.4,170.5,14.5,53.3,29.85
16:58:59,79.6,16,91.2,671.7,170.4,14.5,53.3,29.65
16:59:00,79.6,16,91.5,672,170.4,14.5,53.3,29.75
16:59:01,79.7,16,91.8,672.2,170.6,14.6,53.4,30.05
16:59:02,79.6,16,92,672.5,170.6,14.6,53.4,30.23
16:59:03,79.6,16,92.3,672.8,170.7,14.7,53.5,30.08
16:59:04,79.6,16,92.6,673,170.7,14.7,53.5,29.87
16:59:05,79.6,16,92.8,673.3,170.6,14.8,53.6,30.14
16:59:06,79.6,16,93.1,673.6,170.6,14.8,53.6,29.93
16:59:07,79.6,16,93.4,673.8,170.6,14.8,53.6,29.76
16:59:08,79.6,16,93.6,674.1,170.6,14.9,53.7,29.78
16:59:09,79.6,16,93.9,674.4,170.7,14.9,53.7,29.79
16:59:10,79.6,16,94.2,674.6,170.6,15,53.8,29.73
16:59:11,79.6,16,94.4,674.9,170.6,15,53.8,29.97
16:59:12,79.7,16,94.7,675.2,170.5,15,53.8,29.96
16:59:13,79.7,16,95,675.4,170.4,15.1,53.9,30.11
16:59:14,79.7,16,95.2,675.7,170.5,15.1,53.9,30.1
16:59:15,79.6,16,95.5,676,170.6,15.2,54,29.74
16:59:16,79.7,16,95.8,676.2,170.6,15.2,54,30.17
16:59:17,79.7,16,96,676.5,170.6,15.3,54.1,30.04
16:59:18,79.7,16,96.3,676.8,170.5,15.3,54.1,29.91
16:59:19,79.6,16,96.6,677,170.6,15.3,54.1,30.06
16:59:20,79.7,16,96.8,677.3,170.7,15.4,54.2,29.99
16:59:21,79.7,16,97.1,677.6,170.7,15.4,54.2,29.67
16:59:22,79.6,16,97.4,677.8,170.6,15.5,54.3,29.82
16:59:23,79.6,16,97.6,678.1,170.6,15.5,54.3,29.81
16:59:24,79.7,16,97.9,678.4,170.6,15.6,54.4,29.64
16:59:25,79.6,16,98.2,678.6,170.6,15.6,54.4,29.84
16:59:26,79.6,16,98.4,678.9,170.6,15.6,54.4,29.77
16:59:27,79.6,16,98.7,679.2,170.6,15.7,54.5,29.91
16:59:28,79.6,16,99,679.4,170.6,15.7,54.5,29.66
16:59:29,79.6,16,99.2,679.7,170.5,15.8,54.6,30.14
16:59:30,79.6,16,99.5,680,170.5,15.8,54.6,30.28
16:59:31,79.6,16,99.8,680.2,170.6,15.9,54.7,29.97
16:59:32,79.6,16,100,680.5,170.6,15.9,54.7,29.91
16:59:33,79.6,16,100.3,680.8,170.6,15.9,54.7,29.85
16:59:34,79.6,16,100.6,681,170.6,16,54.8,30.1
