时间,施工压力,施工排量,阶段液量,总液量,砂浓度,阶段砂量,砂总量,混砂1液添3
HH:mm:ss,MPa,m3/min,m3,m3,kg/m3,t,t,L/min
15:37:43,44.9,0,0,0,0,0,0,0
15:37:44,44.9,0,0,0,0,0,0,0
15:37:45,44.9,0,0,0,0,0,0,0
15:37:46,44.9,0,0,0,0,0,0,0
15:37:47,44.9,0,0,0,0,0,0,0
15:37:48,44.9,0,0,0,0,0,0,0
15:37:49,44.9,0,0,0,0,0,0,0
15:37:50,44.9,0,0,0,0,0,0,0
15:37:51,44.9,0,0,0,0,0,0,0
15:37:52,44.9,0,0,0,0,0,0,0
15:37:53,44.9,0,0,0,0,0,0,0
15:37:54,44.9,0,0,0,0,0,0,0
15:37:55,44.9,0,0,0,0,0,0,0
15:37:56,44.9,0,0,0,0,0,0,0
15:37:57,44.9,0,0,0,0,0,0,0
15:37:58,44.9,0,0,0,0,0,0,0
15:37:59,44.9,0,0,0,0,0,0,0
15:38:00,44.8,0,0,0,0,0,0,0
15:38:01,44.8,0,0,0,0,0,0,0
15:38:02,44.8,0,0,0,0,0,0,0
15:38:03,44.8,0,0,0,0,0,0,0
15:38:04,44.9,0,0,0,0,0,0,0
15:38:05,44.9,0,0,0,0,0,0,0
15:38:06,44.9,0,0,0,0,0,0,0
15:38:07,44.8,0,0,0,0,0,0,0
15:38:08,44.8,0,0,0,0,0,0,0
15:38:09,44.8,0,0,0,0,0,0,0
15:38:10,44.8,0,0,0,0,0,0,0
15:38:11,44.8,0,0,0,0,0,0,0
15:38:12,44.8,0,0,0,0,0,0,0
15:38:13,44.8,0,0,0,0,0,0,0
15:38:14,44.8,0,0,0,0,0,0,0
15:38:15,44.8,0,0,0,0,0,0,0
15:38:16,44.8,0,0,0,0,0,0,0
15:38:17,44.8,0,0,0,0,0,0,0
15:38:18,44.8,0,0,0,0,0,0,0
15:38:19,44.8,0,0,0,0,0,0,0
15:38:20,44.8,0,0,0,0,0,0,0
15:38:21,44.8,0,0,0,0,0,0,0
15:38:22,44.8,0,0,0,0,0,0,0
15:38:23,44.8,0,0,0,0,0,0,0
15:38:24,44.8,0,0,0,0,0,0,0
15:38:25,44.8,0,0,0,0,0,0,0
15:38:26,44.8,0,0,0,0,0,0,0
15:38:27,44.8,0,0,0,0,0,0,0
15:38:28,44.8,0,0,0,0,0,0,0
15:38:29,44.8,0,0,0,0,0,0,0
15:38:30,44.8,0,0,0,0,0,0,0
15:38:31,44.8,0,0,0,0,0,0,0
15:38:32,44.8,0,0,0,0,0,0,0
15:38:33,44.8,0,0,0,0,0,0,0
15:38:34,44.8,0,0,0,0,0,0,0
15:38:35,44.8,0,0,0,0,0,0,0
15:38:36,44.8,0,0,0,0,0,0,0
15:38:37,44.8,0,0,0,0,0,0,0
15:38:38,44.8,0,0,0,0,0,0,0
15:38:39,44.8,0,0,0,0,0,0,0
15:38:40,44.8,0,0,0,0,0,0,0
15:38:41,44.8,0,0,0,0,0,0,0
15:38:42,44.8,0,0,0,0,0,0,0
15:38:43,44.8,0,0,0,0,0,0,0
15:38:44,44.8,0,0,0,0,0,0,0
15:38:45,44.8,0,0,0,0,0,0,0
15:38:46,44.8,0,0,0,0,0,0,0
15:38:47,44.8,0,0,0,0,0,0,0
15:38:48,44.8,0,0,0,0,0,0,0
15:38:49,44.8,0,0,0,0,0,0,0
15:38:50,44.8,0,0,0,0,0,0,0
15:38:51,44.8,0.1,0,0,0,0,0,0
15:38:52,44.8,0.1,0,0,0,0,0,0
15:38:53,44.8,0.2,0,0,0,0,0,0
15:38:54,44.8,0.2,0,0,0,0,0,0
15:38:55,44.8,0.1,0,0,0,0,0,0
15:38:56,44.8,0.1,0,0,0,0,0,0
15:38:57,44.8,0.1,0,0,0,0,0,0
15:38:58,44.8,0.1,0,0,0,0,0,0
15:38:59,44.8,0.1,0,0,0,0,0,0
15:39:00,44.8,0.1,0,0,0,0,0,0
15:39:01,44.8,0.1,0,0,0,0,0,0
15:39:02,44.8,0,0,0,0,0,0,0
15:39:03,44.8,0,0,0,0,0,0,0
15:39:04,44.8,0,0,0,0,0,0,0
15:39:05,44.8,0,0,0,0,0,0,0
15:39:06,44.8,0,0,0,0,0,0,0
15:39:07,44.8,0,0,0,0,0,0,0
15:39:08,44.8,0,0,0,0,0,0,0
15:39:09,44.8,0,0,0,0,0,0,0
15:39:10,44.8,0,0,0,0,0,0,0
15:39:11,44.8,0,0,0,0,0,0,0
15:39:12,44.8,0,0,0,0,0,0,0
15:39:13,44.8,0,0,0,0,0,0,0
15:39:14,44.8,0,0,0,0,0,0,0
15:39:15,44.8,0,0,0,0,0,0,0
15:39:16,44.8,0,0,0,0,0,0,0
15:39:17,44.8,0,0,0,0,0,0,0
15:39:18,44.8,0,0,0,0,0,0,0
15:39:19,44.8,0,0,0,0,0,0,0
15:39:20,44.8,0,0,0,0,0,0,0
15:39:21,44.8,0,0,0,0,0,0,0
15:39:22,44.8,0,0,0,0,0,0,0
15:39:23,44.8,0,0,0,0,0,0,0
15:39:24,44.8,0,0,0,0,0,0,0
15:39:25,44.8,0,0,0,0,0,0,0
15:39:26,44.8,0,0,0,0,0,0,0
15:39:27,44.8,0,0,0,0,0,0,0
15:39:28,44.8,0,0,0,0,0,0,0
15:39:29,44.8,0,0,0,0,0,0,0
15:39:30,44.8,0,0,0,0,0,0,0
15:39:31,44.8,0,0,0,0,0,0,0
15:39:32,44.8,0,0,0,0,0,0,0
15:39:33,44.8,0,0,0,0,0,0,0
15:39:34,44.8,0,0,0,0,0,0,0
15:39:35,44.8,0,0,0,0,0,0,0
15:39:36,44.8,0,0,0,0,0,0,0
15:39:37,44.8,0,0,0,0,0,0,0
15:39:38,44.8,0,0,0,0,0,0,0
15:39:39,44.8,0,0,0,0,0,0,0
15:39:40,44.8,0,0,0,0,0,0,0
15:39:41,44.8,0,0,0,0,0,0,0
15:39:42,44.8,0,0,0,0,0,0,0
15:39:43,44.8,0,0,0,0,0,0,0
15:39:44,44.8,0,0,0,0,0,0,0
15:39:45,44.8,0,0,0,0,0,0,0
15:39:46,44.8,0,0,0,0,0,0,0
15:39:47,44.8,0,0,0,0,0,0,0
15:39:48,44.8,0,0,0,0,0,0,0
15:39:49,44.8,0,0,0,0,0,0,0
15:39:50,44.8,0,0,0,0,0,0,0
15:39:51,44.8,0,0,0,0,0,0,0
15:39:52,44.8,0,0,0,0,0,0,0
15:39:53,44.8,0,0,0,0,0,0,0
15:39:54,44.8,0,0,0,0,0,0,0
15:39:55,44.8,0,0,0,0,0,0,0
15:39:56,44.8,0,0,0,0,0,0,0
15:39:57,44.8,0,0,0,0,0,0,0
15:39:58,44.8,0,0,0,0,0,0,0
15:39:59,44.8,0,0,0,0,0,0,0
15:40:00,44.8,0,0,0,0,0,0,0
15:40:01,44.8,0,0,0,0,0,0,0
15:40:02,44.8,0,0,0,0,0,0,0
15:40:03,44.8,0,0,0,0,0,0,0
15:40:04,44.8,0,0,0,0,0,0,0
15:40:05,44.8,0,0,0,0,0,0,0
15:40:06,44.8,0,0,0,0,0,0,0
15:40:07,44.8,0,0,0,0,0,0,0
15:40:08,44.8,0,0,0,0,0,0,0
15:40:09,44.8,0,0,0,0,0,0,0
15:40:10,44.8,0,0,0,0,0,0,0
15:40:11,44.8,0,0,0,0,0,0,0
15:40:12,44.8,0,0,0,0,0,0,0
15:40:13,44.8,0,0,0,0,0,0,0
15:40:14,44.8,0,0,0,0,0,0,0
15:40:15,44.8,0,0,0,0,0,0,0
15:40:16,44.8,0,0,0,0,0,0,0
15:40:17,44.8,0,0,0,0,0,0,0
15:40:18,44.8,0,0,0,0,0,0,0
15:40:19,44.8,0,0,0,0,0,0,0
15:40:20,44.8,0,0,0,0,0,0,0
15:40:21,44.8,0,0,0,0,0,0,0
15:40:22,44.8,0,0,0,0,0,0,0
15:40:23,44.8,0,0,0,0,0,0,0
15:40:24,44.8,0,0,0,0,0,0,0
15:40:25,44.8,0,0,0,0,0,0,0
15:40:26,44.8,0,0,0,0,0,0,0
15:40:27,44.8,0,0,0,0,0,0,0
15:40:28,44.8,0,0,0,0,0,0,0
15:40:29,44.8,0,0,0,0,0,0,0
15:40:30,44.8,0,0,0,0,0,0,0
15:40:31,44.8,0,0,0,0,0,0,0
15:40:32,44.8,0,0,0,0,0,0,0
15:40:33,44.8,0,0,0,0,0,0,0
15:40:34,44.8,0,0,0,0,0,0,0
15:40:35,44.8,0,0,0,0,0,0,0
15:40:36,44.8,0,0,0,0,0,0,0
15:40:37,44.8,0,0,0,0,0,0,0
15:40:38,44.8,0,0,0,0,0,0,0
15:40:39,44.8,0,0,0,0,0,0,0
15:40:40,44.8,0,0,0,0,0,0,0
15:40:41,44.8,0,0,0,0,0,0,0
15:40:42,44.8,0,0,0,0,0,0,0
15:40:43,44.8,0,0,0,0,0,0,0
15:40:44,44.8,0,0,0,0,0,0,0
15:40:45,44.8,0,0,0,0,0,0,0
15:40:46,44.8,0,0,0,0,0,0,0
15:40:47,44.8,0,0,0,0,0,0,0
15:40:48,44.8,0,0,0,0,0,0,0
15:40:49,44.8,0,0,0,0,0,0,0
15:40:50,44.8,0,0,0,0,0,0,0
15:40:51,44.8,0,0,0,0,0,0,0
15:40:52,44.8,0,0,0,0,0,0,0
15:40:53,44.8,0,0,0,0,0,0,0
15:40:54,44.8,0,0,0,0,0,0,0
15:40:55,44.8,0,0,0,0,0,0,0
15:40:56,44.8,0,0,0,0,0,0,0
15:40:57,44.8,0,0,0,0,0,0,0
15:40:58,44.8,0,0,0,0,0,0,0
15:40:59,44.8,0,0,0,0,0,0,0
15:41:00,44.8,0,0,0,0,0,0,0
15:41:01,44.8,0,0,0,0,0,0,0
15:41:02,44.8,0,0,0,0,0,0,0
15:41:03,44.8,0,0,0,0,0,0,0
15:41:04,44.8,0,0,0,0,0,0,0
15:41:05,44.8,0,0,0,0,0,0,0
15:41:06,44.8,0,0,0,0,0,0,0
15:41:07,44.8,0,0,0,0,0,0,0
15:41:08,44.8,0,0,0,0,0,0,0
15:41:09,44.8,0,0,0,0,0,0,0
15:41:10,44.8,0,0,0,0,0,0,0
15:41:11,44.8,0,0,0,0,0,0,0
15:41:12,44.8,0,0,0,0,0,0,0
15:41:13,44.8,0,0,0,0,0,0,0
15:41:14,44.8,0,0,0,0,0,0,0
15:41:15,44.8,0,0,0,0,0,0,0
15:41:16,44.8,0,0,0,0,0,0,0
15:41:17,44.8,0,0,0,0,0,0,0
15:41:18,44.8,0,0,0,0,0,0,0
15:41:19,44.8,0,0,0,0,0,0,0
15:41:20,44.8,0,0,0,0,0,0,0
15:41:21,44.8,0,0,0,0,0,0,0
15:41:22,44.8,0,0,0,0,0,0,0
15:41:23,44.8,0,0,0,0,0,0,0
15:41:24,44.8,0,0,0,0,0,0,0
15:41:25,44.8,0,0,0,0,0,0,0
15:41:26,44.8,0,0,0,0,0,0,0
15:41:27,44.8,0,0,0,0,0,0,0
15:41:28,44.8,0,0,0,0,0,0,0
15:41:29,44.8,0,0,0,0,0,0,0
15:41:30,44.8,0,0,0,0,0,0,0
15:41:31,44.8,0,0,0,0,0,0,0
15:41:32,44.8,0,0,0,0,0,0,0
15:41:33,44.8,0,0,0,0,0,0,0
15:41:34,44.8,0,0,0,0,0,0,0
15:41:35,44.8,0,0,0,0,0,0,0
15:41:36,44.8,0,0,0,0,0,0,0
15:41:37,44.8,0,0,0,0,0,0,0
15:41:38,44.8,0,0,0,0,0,0,0
15:41:39,44.8,0,0,0,0,0,0,0
15:41:40,44.8,0,0,0,0,0,0,0
15:41:41,44.8,0,0,0,0,0,0,0
15:41:42,44.8,0,0,0,0,0,0,0
15:41:43,44.8,0,0,0,0,0,0,0
15:41:44,44.8,0,0,0,0,0,0,0
15:41:45,44.8,0,0,0,0,0,0,0
15:41:46,44.8,0,0,0,0,0,0,0
15:41:47,44.8,0,0,0,0,0,0,0
15:41:48,44.8,0,0,0,0,0,0,0
15:41:49,44.8,0,0,0,0,0,0,0
15:41:50,44.8,0,0,0,0,0,0,0
15:41:51,44.8,0,0,0,0,0,0,0
15:41:52,44.8,0,0,0,0,0,0,0
15:41:53,44.8,0,0,0,0,0,0,0
15:41:54,44.8,0,0,0,0,0,0,0
15:41:55,44.8,0,0,0,0,0,0,0
15:41:56,44.8,0,0,0,0,0,0,0
15:41:57,44.8,0,0,0,0,0,0,0
15:41:58,44.8,0,0,0,0,0,0,0
15:41:59,44.8,0,0,0,0,0,0,0
15:42:00,44.8,0,0,0,0,0,0,0
15:42:01,44.8,0,0,0,0,0,0,0
15:42:02,44.8,0,0,0,0,0,0,0
15:42:03,44.8,0,0,0,0,0,0,0
15:42:04,44.8,0,0,0,0,0,0,0
15:42:05,44.8,0,0,0,0,0,0,0
15:42:06,44.8,0,0,0,0,0,0,0
15:42:07,44.8,0,0,0,0,0,0,0
15:42:08,44.8,0,0,0,0,0,0,0
15:42:09,44.8,0,0,0,0,0,0,0
15:42:10,44.8,0,0,0,0,0,0,0
15:42:11,44.8,0,0,0,0,0,0,0
15:42:12,44.8,0,0,0,0,0,0,0
15:42:13,44.8,0,0,0,0,0,0,0
15:42:14,44.8,0,0,0,0,0,0,0
15:42:15,44.8,0,0,0,0,0,0,0
15:42:16,44.8,0,0,0,0,0,0,0
15:42:17,44.8,0,0,0,0,0,0,0
15:42:18,44.8,0,0,0,0,0,0,0
15:42:19,44.8,0,0,0,0,0,0,0
15:42:20,44.8,0,0,0,0,0,0,0
15:42:21,44.8,0,0,0,0,0,0,0
15:42:22,44.8,0,0,0,0,0,0,0
15:42:23,44.8,0,0,0,0,0,0,0
15:42:24,44.8,0,0,0,0,0,0,0
15:42:25,44.8,0,0,0,0,0,0,0
15:42:26,44.8,0,0,0,0,0,0,0
15:42:27,44.8,0,0,0,0,0,0,0
15:42:28,44.8,0,0,0,0,0,0,0
15:42:29,44.8,0,0,0,0,0,0,0
15:42:30,44.8,0,0,0,0,0,0,0
15:42:31,44.8,0,0,0,0,0,0,0
15:42:32,44.8,0,0,0,0,0,0,0
15:42:33,44.8,0,0,0,0,0,0,0
15:42:34,44.8,0,0,0,0,0,0,0
15:42:35,44.8,0,0,0,0,0,0,0
15:42:36,44.8,0,0,0,0,0,0,0
15:42:37,44.8,0,0,0,0,0,0,0
15:42:38,44.8,0,0,0,0,0,0,0
15:42:39,44.8,0,0,0,0,0,0,0
15:42:40,44.8,0,0,0,0,0,0,0
15:42:41,44.8,0,0,0,0,0,0,0
15:42:42,44.8,0,0,0,0,0,0,0
15:42:43,44.8,0,0,0,0,0,0,0
15:42:44,44.8,0,0,0,0,0,0,0
15:42:45,44.8,0,0,0,0,0,0,0
15:42:46,44.8,0,0,0,0,0,0,0
15:42:47,44.8,0,0,0,0,0,0,0
15:42:48,44.8,0,0,0,0,0,0,0
15:42:49,44.8,0,0,0,0,0,0,0
15:42:50,44.8,0,0,0,0,0,0,0
15:42:51,44.8,0,0,0,0,0,0,0
15:42:52,44.8,0,0,0,0,0,0,0
15:42:53,44.8,0,0,0,0,0,0,0
15:42:54,44.8,0,0,0,0,0,0,0
15:42:55,44.8,0,0,0,0,0,0,0
15:42:56,44.8,0,0,0,0,0,0,0
15:42:57,44.8,0,0,0,0,0,0,0
15:42:58,44.8,0,0,0,0,0,0,0
15:42:59,44.8,0.1,0,0,0,0,0,0
15:43:00,44.8,0.3,0,0,0,0,0,0
15:43:01,44.8,0.5,0,0,0,0,0,0
15:43:02,44.8,0.6,0.1,0.1,0,0,0,0
15:43:03,44.8,0.5,0.1,0.1,0,0,0,0
15:43:04,44.8,0.3,0.1,0.1,0,0,0,0
15:43:05,44.8,0.2,0.1,0.1,0,0,0,0
15:43:06,44.8,0.1,0.1,0.1,0,0,0,0
15:43:07,44.8,0.1,0.1,0.1,0,0,0,0
15:43:08,44.8,0.1,0.1,0.1,0,0,0,0
15:43:09,44.8,0,0.1,0.1,0,0,0,0
15:43:10,44.8,0,0.1,0.1,0,0,0,0
15:43:11,44.8,0,0.1,0.1,0,0,0,0
15:43:12,44.8,0,0.1,0.1,0,0,0,0
15:43:13,44.8,0,0.1,0.1,0,0,0,0
15:43:14,44.8,0,0.1,0.1,0,0,0,0
15:43:15,44.8,0,0.1,0.1,0,0,0,0
15:43:16,44.8,0,0.1,0.1,0,0,0,0
15:43:17,44.8,0,0.1,0.1,0,0,0,0
15:43:18,44.8,0,0.1,0.1,0,0,0,0
15:43:19,44.8,0,0.1,0.1,0,0,0,0
15:43:20,44.8,0,0.1,0.1,0,0,0,0
15:43:21,44.8,0,0.1,0.1,0,0,0,0
15:43:22,44.8,0,0.1,0.1,0,0,0,0
15:43:23,44.8,0,0.1,0.1,0,0,0,0
15:43:24,44.9,0,0.1,0.1,0,0,0,0
15:43:25,45.1,0,0.1,0.1,0,0,0,0
15:43:26,45.4,0.1,0.1,0.1,0,0,0,0
15:43:27,45.7,0.2,0.1,0.1,0,0,0,0
15:43:28,46,0.3,0.1,0.1,0,0,0,0
15:43:29,46.2,0.4,0.1,0.1,0,0,0,0
15:43:30,46.2,0.5,0.1,0.1,0,0,0,0
15:43:31,46.2,0.6,0.1,0.1,0,0,0,0
15:43:32,46.2,0.6,0.1,0.1,0,0,0,0
15:43:33,46.2,0.7,0.1,0.1,0,0,0,0
15:43:34,46.2,0.8,0.1,0.1,0,0,0,0
15:43:35,46.2,0.8,0.2,0.2,0,0,0,0
15:43:36,46.3,0.8,0.2,0.2,0,0,0,0
15:43:37,46.4,0.9,0.2,0.2,0,0,0,0
15:43:38,46.4,0.9,0.2,0.2,0,0,0,0
15:43:39,46.5,0.9,0.2,0.2,0,0,0,0
15:43:40,46.5,0.9,0.2,0.2,0,0,0,0
15:43:41,46.6,0.9,0.3,0.3,0,0,0,0
15:43:42,46.6,0.9,0.3,0.3,0,0,0,0
15:43:43,46.6,0.9,0.3,0.3,0,0,0,0
15:43:44,46.7,0.9,0.3,0.3,0,0,0,0
15:43:45,46.8,0.9,0.3,0.3,0,0,0,0
15:43:46,47.1,0.9,0.3,0.3,0,0,0,0
15:43:47,47.4,0.9,0.3,0.3,0,0,0,0
15:43:48,47.7,1,0.4,0.4,0,0,0,0
15:43:49,47.9,1.1,0.4,0.4,0,0,0,0
15:43:50,48.1,1.2,0.4,0.4,0,0,0,0
15:43:51,48.2,1.3,0.4,0.4,0,0,0,0
15:43:52,48.3,1.3,0.4,0.4,0,0,0,0
15:43:53,48.5,1.4,0.5,0.5,0,0,0,0
15:43:54,48.6,1.5,0.5,0.5,0,0,0,0
15:43:55,48.7,1.5,0.5,0.5,0,0,0,0
15:43:56,48.8,1.6,0.5,0.5,0,0,0,0
15:43:57,48.9,1.7,0.6,0.6,0,0,0,0
15:43:58,48.9,1.8,0.6,0.6,0,0,0,0
15:43:59,49,1.9,0.6,0.6,0,0,0,0
15:44:00,49.1,1.8,0.7,0.7,0,0,0,0
15:44:01,49.1,1.8,0.7,0.7,0,0,0,0
15:44:02,49.2,1.8,0.7,0.7,0,0,0,0
15:44:03,49.3,1.7,0.8,0.8,0,0,0,0
15:44:04,49.3,1.7,0.8,0.8,0,0,0,0
15:44:05,49.4,1.7,0.8,0.8,0,0,0,0
15:44:06,49.7,1.7,0.8,0.8,0,0,0,0
15:44:07,50.1,1.7,0.9,0.9,0,0,0,0
15:44:08,50.5,1.8,0.9,0.9,0,0,0,0
15:44:09,50.9,2,0.9,0.9,0,0,0,0
15:44:10,51.3,2.1,1,1,0,0,0,0
15:44:11,51.6,2.2,1,1,0,0,0,0
15:44:12,51.8,2.2,1,1,0,0,0,0
15:44:13,52,2.3,1.1,1.1,0,0,0,0
15:44:14,52.2,2.3,1.1,1.1,0,0,0,0
15:44:15,52.3,2.4,1.2,1.2,0,0,0,0
15:44:16,52.5,2.4,1.2,1.2,0,0,0,0
15:44:17,52.6,2.5,1.2,1.2,0,0,0,0
15:44:18,52.7,2.5,1.3,1.3,0,0,0,0
15:44:19,52.8,2.5,1.3,1.3,0,0,0,0
15:44:20,52.9,2.6,1.4,1.4,0,0,0,0
15:44:21,53,2.6,1.4,1.4,0,0,0,0
15:44:22,53.1,2.6,1.4,1.4,0,0,0,0
15:44:23,53.2,2.6,1.5,1.5,0,0,0,0
15:44:24,53.3,2.6,1.5,1.5,0,0,0,0
15:44:25,53.4,2.6,1.6,1.6,0,0,0,0
15:44:26,53.4,2.6,1.6,1.6,0,0,0,0
15:44:27,53.5,2.6,1.7,1.7,0,0,0,0
15:44:28,53.6,2.6,1.7,1.7,0,0,0,0
15:44:29,53.6,2.6,1.8,1.8,0,0,0,0
15:44:30,53.7,2.6,1.8,1.8,0,0,0,0
15:44:31,53.7,2.6,1.8,1.8,0,0,0,0
15:44:32,53.8,2.6,1.9,1.9,0,0,0,0
15:44:33,53.8,2.6,1.9,1.9,0,0,0,0
15:44:34,53.9,2.6,2,2,0,0,0,0
15:44:35,53.9,2.6,2,2,0,0,0,0
15:44:36,54,2.6,2.1,2.1,0,0,0,0
15:44:37,54,2.6,2.1,2.1,0,0,0,0
15:44:38,54.1,2.6,2.1,2.1,0,0,0,0
15:44:39,54.1,2.6,2.2,2.2,0,0,0,0
15:44:40,54.2,2.6,2.2,2.2,0,0,0,0
15:44:41,54.2,2.6,2.3,2.3,0,0,0,0
15:44:42,54.2,2.6,2.3,2.3,0,0,0,0
15:44:43,54.3,2.6,2.4,2.4,0,0,0,0
15:44:44,54.3,2.6,2.4,2.4,0,0,0,0
15:44:45,54.4,2.6,2.5,2.5,0,0,0,0
15:44:46,54.4,2.6,2.5,2.5,0,0,0,0
15:44:47,54.4,2.6,2.5,2.5,0,0,0,0
15:44:48,54.5,2.6,2.6,2.6,0,0,0,0
15:44:49,54.5,2.6,2.6,2.6,0,0,0,0
15:44:50,54.5,2.6,2.7,2.7,0,0,0,0
15:44:51,54.6,2.6,2.7,2.7,0,0,0,0
15:44:52,54.6,2.6,2.8,2.8,0,0,0,0
15:44:53,54.6,2.6,2.8,2.8,0,0,0,0
15:44:54,54.7,2.6,2.8,2.8,0,0,0,0
15:44:55,54.7,2.6,2.9,2.9,0,0,0,0
15:44:56,54.7,2.6,2.9,2.9,0,0,0,0
15:44:57,54.7,2.6,3,3,0,0,0,0
15:44:58,54.8,2.6,3,3,0,0,0,0
15:44:59,54.8,2.6,3.1,3.1,0,0,0,0
15:45:00,54.8,2.6,3.1,3.1,0,0,0,0
15:45:01,54.9,2.6,3.1,3.1,0,0,0,0
15:45:02,54.9,2.6,3.2,3.2,0,0,0,0
15:45:03,54.9,2.6,3.2,3.2,0,0,0,0
15:45:04,54.9,2.6,3.3,3.3,0,0,0,0
15:45:05,55,2.6,3.3,3.3,0,0,0,0
15:45:06,55,2.6,3.4,3.4,0,0,0,0
15:45:07,55,2.6,3.4,3.4,0,0,0,0
15:45:08,55.1,2.6,3.5,3.5,0,0,0,0
15:45:09,55.1,2.6,3.5,3.5,0,0,0,0
15:45:10,55.1,2.6,3.5,3.5,0,0,0,0
15:45:11,55.1,2.6,3.6,3.6,0,0,0,0
15:45:12,55.2,2.6,3.6,3.6,0,0,0,0
15:45:13,55.2,2.6,3.7,3.7,0,0,0,0
15:45:14,55.2,2.6,3.7,3.7,0,0,0,0
15:45:15,55.2,2.6,3.8,3.8,0,0,0,0
15:45:16,55.3,2.6,3.8,3.8,0,0,0,0
15:45:17,55.3,2.6,3.8,3.8,0,0,0,0
15:45:18,55.3,2.6,3.9,3.9,0,0,0,0
15:45:19,55.3,2.6,3.9,3.9,0,0,0,0
15:45:20,55.3,2.6,4,4,0,0,0,0
15:45:21,55.4,2.6,4,4,0,0,0,0
15:45:22,55.4,2.6,4.1,4.1,0,0,0,0
15:45:23,55.4,2.6,4.1,4.1,0,0,0,0
15:45:24,55.4,2.6,4.2,4.2,0,0,0,0
15:45:25,55.5,2.6,4.2,4.2,0,0,0,0
15:45:26,55.5,2.6,4.2,4.2,0,0,0,0
15:45:27,55.5,2.6,4.3,4.3,0,0,0,0
15:45:28,55.5,2.6,4.3,4.3,0,0,0,0
15:45:29,55.5,2.6,4.4,4.4,0,0,0,0
15:45:30,55.5,2.6,4.4,4.4,0,0,0,0
15:45:31,55.6,2.6,4.5,4.5,0,0,0,0
15:45:32,55.6,2.6,4.5,4.5,0,0,0,0
15:45:33,55.6,2.6,4.5,4.5,0,0,0,0
15:45:34,55.6,2.6,4.6,4.6,0,0,0,0
15:45:35,55.6,2.6,4.6,4.6,0,0,0,0
15:45:36,55.7,2.6,4.7,4.7,0,0,0,0
15:45:37,55.7,2.6,4.7,4.7,0,0,0,0
15:45:38,55.7,2.6,4.8,4.8,0,0,0,0
15:45:39,55.7,2.6,4.8,4.8,0,0,0,0
15:45:40,55.7,2.6,4.8,4.8,0,0,0,0
15:45:41,55.8,2.6,4.9,4.9,0,0,0,0
15:45:42,55.8,2.6,4.9,4.9,0,0,0,0
15:45:43,55.8,2.6,5,5,0,0,0,0
15:45:44,55.8,2.6,0,5,0,0,0,0
15:45:45,55.8,2.6,0,5.1,0,0,0,0
15:45:46,55.9,2.6,0.1,5.1,0,0,0,0
15:45:47,55.9,2.6,0.1,5.2,0,0,0,0
15:45:48,55.9,2.6,0.2,5.2,0,0,0,0
15:45:49,55.9,2.6,0.2,5.2,0,0,0,0
15:45:50,55.3,2.6,0.3,5.3,0,0,0,0
15:45:51,54.7,2.5,0.3,5.3,0,0,0,0
15:45:52,54,2.3,0.3,5.4,0,0,0,0
15:45:53,52.8,1.9,0.4,5.4,0,0,0,0
15:45:54,52,1.6,0.4,5.4,0,0,0,0
15:45:55,51.5,1.4,0.4,5.4,0,0,0,0
15:45:56,51.3,1.2,0.4,5.5,0,0,0,0
15:45:57,51.2,1,0.5,5.5,0,0,0,0
15:45:58,51.6,0.9,0.5,5.5,0,0,0,0
15:45:59,51.8,0.9,0.5,5.5,0,0,0,0
15:46:00,51.8,0.8,0.5,5.5,0,0,0,0
15:46:01,51.7,0.8,0.5,5.5,0,0,0,0
15:46:02,51.5,0.8,0.5,5.6,0,0,0,0
15:46:03,51.2,0.8,0.5,5.6,0,0,0,0
15:46:04,50.9,0.8,0.6,5.6,0,0,0,0
15:46:05,50.8,0.8,0.6,5.6,0,0,0,0
15:46:06,50.7,0.8,0.6,5.6,0,0,0,0
15:46:07,50.7,0.7,0.6,5.6,0,0,0,0
15:46:08,50.7,0.8,0.6,5.6,0,0,0,0
15:46:09,50.8,0.7,0.6,5.6,0,0,0,0
15:46:10,50.7,0.7,0.6,5.7,0,0,0,0
15:46:11,50.7,0.7,0.6,5.7,0,0,0,0
15:46:12,50.6,0.7,0.7,5.7,0,0,0,0
15:46:13,50.5,0.7,0.7,5.7,0,0,0,0
15:46:14,50.5,0.7,0.7,5.7,0,0,0,0
15:46:15,50.4,0.7,0.7,5.7,0,0,0,0
15:46:16,50.4,0.7,0.7,5.7,0,0,0,0
15:46:17,50.3,0.7,0.7,5.7,0,0,0,0
15:46:18,50.3,0.7,0.7,5.8,0,0,0,0
15:46:19,50.3,0.7,0.7,5.8,0,0,0,0
15:46:20,50.3,0.7,0.8,5.8,0,0,0,0
15:46:21,50.3,0.7,0.8,5.8,0,0,0,0
15:46:22,50.2,0.7,0.8,5.8,0,0,0,0
15:46:23,50.2,0.7,0.8,5.8,0,0,0,0
15:46:24,50.2,0.7,0.8,5.8,0,0,0,0
15:46:25,50.1,0.7,0.8,5.8,0,0,0,0
15:46:26,50.1,0.7,0.8,5.9,0,0,0,0
15:46:27,50.1,0.7,0.8,5.9,0,0,0,0
15:46:28,50.1,0.7,0.9,5.9,0,0,0,0
15:46:29,50.1,0.7,0.9,5.9,0,0,0,0
15:46:30,50,0.7,0.9,5.9,0,0,0,0
15:46:31,50,0.7,0.9,5.9,0,0,0,0
15:46:32,50,0.7,0.9,5.9,0,0,0,0
