时间,油压,排  量,总 液 量,砂 浓 度,总 砂 量,滑溜水1低粘,滑溜水1低粘总量,滑溜水4高粘,滑溜水4高粘总量
14:53:14,30.13,0,0.1,0,0,0,0,0,0
14:53:15,30.17,0,0.1,0,0,0,0,0,0
14:53:16,30.19,0,0.1,0,0,0,0,0,0
14:53:17,30.21,0,0.1,0,0,0,0,0,0
14:53:18,30.21,0,0.1,0,0,0,0,0,0
14:53:19,30.21,0,0.1,0,0,0,0,0,0
14:53:20,30.22,0,0.1,0,0,0,0,0,0
14:53:21,30.22,0,0.1,0,0,0,0,0,0
14:53:22,30.22,0,0.1,0,0,0,0,0,0
14:53:23,30.22,0,0.1,0,0,0,0,0,0
14:53:24,30.22,0,0.1,0,0,0,0,0,0
14:53:25,30.22,0,0.1,0,0,0,0,0,0
14:53:26,30.22,0,0.1,0,0,0,0,0,0
14:53:27,30.22,0,0.1,0,0,0,0,0,0
14:53:28,30.22,0,0.1,0,0,0,0,0,0
14:53:29,30.22,0,0.1,0,0,0,0,0,0
14:53:30,30.22,0,0.1,0,0,0,0,0,0
14:53:31,30.22,0,0.1,0,0,0,0,0,0
14:53:32,30.22,0,0.1,0,0,0,0,0,0
14:53:33,30.22,0,0.1,0,0,0,0,0,0
14:53:34,30.22,0,0.1,0,0,0,0,0,0
14:53:35,30.22,0,0.1,0,0,0,0,0,0
14:53:36,30.22,0,0.1,0,0,0,0,0,0
14:53:37,30.22,0,0.1,0,0,0,0,0,0
14:53:38,30.22,0,0.1,0,0,0,0,0,0
14:53:39,30.22,0,0.1,0,0,0,0,0,0
14:53:40,30.22,0,0.1,0,0,0,0,0,0
14:53:41,30.22,0,0.1,0,0,0,0,0,0
14:53:42,30.22,0,0.1,0,0,0,0,0,0
14:53:43,30.22,0,0.1,0,0,0,0,0,0
14:53:44,30.22,0,0.1,0,0,0,0,0,0
14:53:45,30.22,0,0.1,0,0,0,0,0,0
14:53:46,30.22,0,0.1,0,0,0,0,0,0
14:53:47,30.22,0,0.1,0,0,0,0,0,0
14:53:48,30.22,0,0.1,0,0,0,0,0,0
14:53:49,30.22,0,0.1,0,0,0,0,0,0
14:53:50,30.22,0,0.1,0,0,0,0,0,0
14:53:51,30.22,0,0.1,0,0,0,0,0,0
14:53:52,30.22,0,0.1,0,0,0,0,0,0
14:53:53,30.22,0,0.1,0,0,0,0,0,0
14:53:54,30.22,0,0.1,0,0,0,0,0,0
14:53:55,30.22,0,0.1,0,0,0,0,0,0
14:53:56,30.22,0,0.1,0,0,0,0,0,0
14:53:57,30.22,0,0.1,0,0,0,0,0,0
14:53:58,30.22,0,0.1,0,0,0,0,0,0
14:53:59,30.21,0,0.1,0,0,0,0,0,0
14:54:00,30.21,0,0.1,0,0,0,0,0,0
14:54:01,30.22,0,0.1,0,0,0,0,0,0
14:54:02,30.22,0,0.1,0,0,0,0,0,0
14:54:03,30.22,0,0.1,0,0,0,0,0,0
14:54:04,30.22,0,0.1,0,0,0,0,0,0
14:54:05,30.2,0,0.1,0,0,0,0,0,0
14:54:06,30.2,0,0.1,0,0,0,0,0,0
14:54:07,30.2,0,0.1,0,0,0,0,0,0
14:54:08,30.2,0,0.1,0,0,0,0,0,0
14:54:09,30.21,0,0.1,0,0,0,0,0,0
14:54:10,30.21,0,0.1,0,0,0,0,0,0
14:54:11,30.21,0,0.1,0,0,0,0,0,0
14:54:12,30.21,0,0.1,0,0,0,0,0,0
14:54:13,30.21,0,0.1,0,0,0,0,0,0
14:54:14,30.2,0,0.1,0,0,0,0,0,0
14:54:15,30.2,0,0.1,0,0,0,0,0,0
14:54:16,30.19,0,0.1,0,0,0,0,0,0
14:54:17,30.19,0,0.1,0,0,0,0,0,0
14:54:18,30.19,0,0.1,0,0,0,0,0,0
14:54:19,30.19,0,0.1,0,0,0,0,0,0
14:54:20,30.19,0,0.1,0,0,0,0,0,0
14:54:21,30.19,0,0.1,0,0,0,0,0,0
14:54:22,30.19,0,0.1,0,0,0,0,0,0
14:54:23,30.19,0,0.1,0,0,0,0,0,0
14:54:24,30.19,0,0.1,0,0,0,0,0,0
14:54:25,30.19,0,0.1,0,0,0,0,0,0
14:54:26,30.19,0,0.1,0,0,0,0,0,0
14:54:27,30.19,0,0.1,0,0,0,0,0,0
14:54:28,30.19,0,0.1,0,0,0,0,0,0
14:54:29,30.19,0,0.1,0,0,0,0,0,0
14:54:30,30.19,0,0.1,0,0,0,0,0,0
14:54:31,30.19,0,0.1,0,0,0,0,0,0
14:54:32,30.19,0,0.1,0,0,0,0,0,0
14:54:33,30.19,0,0.1,0,0,0,0,0,0
14:54:34,30.19,0,0.1,0,0,0,0,0,0
14:54:35,30.19,0,0.1,0,0,0,0,0,0
14:54:36,30.19,0,0.1,0,0,0,0,0,0
14:54:37,30.19,0,0.1,0,0,0,0,0,0
14:54:38,30.19,0,0.1,0,0,0,0,0,0
14:54:39,30.19,0,0.1,0,0,0,0,0,0
14:54:40,30.19,0,0.1,0,0,0,0,0,0
14:54:41,30.19,0,0.1,0,0,0,0,0,0
14:54:42,30.19,0,0.1,0,0,0,0,0,0
14:54:43,30.19,0,0.1,0,0,0,0,0,0
14:54:44,30.19,0,0.1,0,0,0,0,0,0
14:54:45,30.19,0,0.1,0,0,0,0,0,0
14:54:46,30.19,0,0.1,0,0,0,0,0,0
14:54:47,30.19,0,0.1,0,0,0,0,0,0
14:54:48,30.19,0,0.1,0,0,0,0,0,0
14:54:49,30.19,0,0.1,0,0,0,0,0,0
14:54:50,30.19,0,0.1,0,0,0,0,0,0
14:54:51,30.19,0,0.1,0,0,0,0,0,0
14:54:52,30.19,0,0.1,0,0,0,0,0,0
14:54:53,30.19,0,0.1,0,0,0,0,0,0
14:54:54,30.19,0,0.1,0,0,0,0,0,0
14:54:55,30.19,0,0.1,0,0,0,0,0,0
14:54:56,30.19,0,0.1,0,0,0,0,0,0
14:54:57,30.19,0,0.1,0,0,0,0,0,0
14:54:58,30.19,0,0.1,0,0,0,0,0,0
14:54:59,30.19,0,0.1,0,0,0,0,0,0
14:55:00,30.19,0,0.1,0,0,0,0,0,0
14:55:01,30.19,0,0.1,0,0,0,0,0,0
14:55:02,30.19,0,0.1,0,0,0,0,0,0
14:55:03,30.19,0,0.1,0,0,0,0,0,0
14:55:04,30.19,0,0.1,0,0,0,0,0,0
14:55:05,30.19,0,0.1,0,0,0,0,0,0
14:55:06,30.19,0,0.1,0,0,0,0,0,0
14:55:07,30.19,0,0.1,0,0,0,0,0,0
14:55:08,30.19,0,0.1,0,0,0,0,0,0
14:55:09,30.19,0,0.1,0,0,0,0,0,0
14:55:10,30.18,0,0.1,0,0,0,0,0,0
14:55:11,30.19,0,0.1,0,0,0,0,0,0
14:55:12,30.19,0,0.1,0,0,0,0,0,0
14:55:13,30.19,0,0.1,0,0,0,0,0,0
14:55:14,30.19,0,0.1,0,0,0,0,0,0
14:55:15,30.19,0,0.1,0,0,0,0,0,0
14:55:16,30.19,0,0.1,0,0,0,0,0,0
14:55:17,30.19,0,0.1,0,0,0,0,0,0
14:55:18,30.19,0,0.1,0,0,0,0,0,0
14:55:19,30.19,0,0.1,0,0,0,0,0,0
14:55:20,30.19,0,0.1,0,0,0,0,0,0
14:55:21,30.19,0,0.1,0,0,0,0,0,0
14:55:22,30.19,0,0.1,0,0,0,0,0,0
14:55:23,30.19,0,0.1,0,0,0,0,0,0
14:55:24,30.19,0,0.1,0,0,0,0,0,0
14:55:25,30.19,0,0.1,0,0,0,0,0,0
14:55:26,30.19,0,0.1,0,0,0,0,0,0
14:55:27,30.19,0,0.1,0,0,0,0,0,0
14:55:28,30.19,0,0.1,0,0,0,0,0,0
14:55:29,30.18,0,0.1,0,0,0,0,0,0
14:55:30,30.24,0,0.1,0,0,0,0,0,0
14:55:31,30.4,0,0.1,0,0,0,0,0,0
14:55:32,30.63,0,0.1,0,0,0,0,0,0
14:55:33,30.84,0,0.1,0,0,0,0,0,0
14:55:34,30.99,0.06,0.1,0,0,0,0,0,0
14:55:35,31.02,0.15,0.1,0,0,0,0,0,0
14:55:36,30.93,0.23,0.1,0,0,0,0,0,0
14:55:37,30.81,0.31,0.1,0,0,0,0,0,0
14:55:38,30.71,0.39,0.1,0,0,0,0,0,0
14:55:39,30.65,0.45,0.1,0,0,0,0,0,0
14:55:40,30.68,0.52,0.1,0,0,0,0,0,0
14:55:41,30.72,0.57,0.1,0,0,0,0,0,0
14:55:42,30.74,0.61,0.1,0,0,0,0,0,0
14:55:43,30.76,0.64,0.1,0,0,0,0,0,0
14:55:44,30.81,0.66,0.2,0,0,0,0,0,0
14:55:45,30.8,0.68,0.2,0,0,0,0,0,0
14:55:46,30.97,0.71,0.2,0,0,0,0,0,0
14:55:47,31.21,0.75,0.2,0,0,0,0,0,0
14:55:48,31.42,0.81,0.2,0,0,0,0,0,0
14:55:49,31.59,0.88,0.2,0,0,0,0,0,0
14:55:50,31.8,0.96,0.2,0,0,0,0,0,0
14:55:51,31.83,1.02,0.2,0,0,0,0,0,0
14:55:52,31.87,1.08,0.3,0,0,0,0,0,0
14:55:53,31.9,1.15,0.3,0,0,0,0,0,0
14:55:54,31.97,1.21,0.3,0,0,0,0,0,0
14:55:55,31.98,1.27,0.3,0,0,0,0,0,0
14:55:56,32.01,1.32,0.3,0,0,0,0,0,0
14:55:57,32,1.36,0.4,0,0,0,0,0,0
14:55:58,32.07,1.38,0.4,0,0,0,0,0,0
14:55:59,32.11,1.41,0.4,0,0,0,0,0,0
14:56:00,32.31,1.45,0.4,0,0,0,0,0,0
14:56:01,32.57,1.5,0.5,0,0,0,0,0,0
14:56:02,32.84,1.56,0.5,0,0,0,0,0,0
14:56:03,33.05,1.63,0.5,0,0,0,0,0,0
14:56:04,33.24,1.7,0.5,0,0,0,0,0,0
14:56:05,33.4,1.77,0.6,0,0,0,0,0,0
14:56:06,33.54,1.83,0.6,0,0,0,0,0,0
14:56:07,33.67,1.9,0.6,0,0,0,0,0,0
14:56:08,33.78,1.96,0.7,0,0,0,0,0,0
14:56:09,33.85,2.02,0.7,0,0,0,0,0,0
14:56:10,33.89,2.06,0.7,0,0,0,0,0,0
14:56:11,33.9,2.09,0.8,0,0,0,0,0,0
14:56:12,33.96,2.12,0.8,0,0,0,0,0,0
14:56:13,33.92,2.14,0.8,0,0,0,0,0,0
14:56:14,33.96,2.14,0.9,0,0,0,0,0,0
14:56:15,34.24,2.17,0.9,0,0,0,0,0,0
14:56:16,34.6,2.22,1,0,0,0,0,0,0
14:56:17,34.89,2.29,1,0,0,0,0,0,0
14:56:18,35.18,2.37,1,0,0,0,0,0,0
14:56:19,35.46,2.44,1.1,0,0,0,0,0,0
14:56:20,35.71,2.51,1.1,0,0,0,0,0,0
14:56:21,35.93,2.58,1.2,0,0,0,0,0,0
14:56:22,36.11,2.65,1.2,0,0,0,0,0,0
14:56:23,36.28,2.71,1.2,0,0,0,0,0,0
14:56:24,36.37,2.76,1.3,0,0,0,0,0,0
14:56:25,36.43,2.8,1.3,0,0,0,0,0,0
14:56:26,36.47,2.82,1.4,0,0,0,0,0,0
14:56:27,36.49,2.84,1.4,0,0,0,0,0,0
14:56:28,36.49,2.85,1.5,0,0,0,0,0,0
14:56:29,36.5,2.86,1.5,0,0,0,0,0,0
14:56:30,36.52,2.87,1.6,0,0,0,0,0,0
14:56:31,36.54,2.87,1.6,0,0,0,0,0,0
14:56:32,36.56,2.87,1.7,0,0,0,0,0,0
14:56:33,36.57,2.87,1.7,0,0,0,0,0,0
14:56:34,36.59,2.86,1.8,0,0,0,0,0,0
14:56:35,36.6,2.86,1.8,0,0,0,0,0,0
14:56:36,36.63,2.86,1.9,0,0,0,0,0,0
14:56:37,36.64,2.86,1.9,0,0,0,0,0,0
14:56:38,36.65,2.86,2,0,0,0,0,0,0
14:56:39,36.65,2.86,2,0,0,0,0,0,0
14:56:40,36.67,2.86,2.1,0,0,0,0,0,0
14:56:41,36.68,2.86,2.1,0,0,0,0,0,0
14:56:42,36.7,2.87,2.2,0,0,0,0,0,0
14:56:43,36.7,2.88,2.2,0,0,0,0,0,0
14:56:44,36.71,2.88,2.2,0,0,0,0,0,0
14:56:45,36.72,2.88,2.3,0,0,0,0,0,0
14:56:46,36.73,2.88,2.3,0,0,0,0,0,0
14:56:47,36.75,2.87,2.4,0,0,0,0,0,0
14:56:48,36.75,2.87,2.4,0,0,0,0,0,0
14:56:49,36.76,2.87,2.5,0,0,0,0,0,0
14:56:50,36.77,2.87,2.5,0,0,0,0,0,0
14:56:51,36.79,2.87,2.6,0,0,0,0,0,0
14:56:52,36.81,2.87,2.6,0,0,0,0,0,0
14:56:53,36.81,2.87,2.7,0,0,0,0,0,0
14:56:54,36.82,2.87,2.7,0,0,0,0,0,0
14:56:55,36.83,2.87,2.8,0,0,0,0,0,0
14:56:56,36.85,2.86,2.8,0,0,0,0,0,0
14:56:57,36.87,2.87,2.9,0,0,0,0,0,0
14:56:58,36.87,2.87,2.9,0,0,0,0,0,0
14:56:59,36.87,2.87,3,0,0,0,0,0,0
14:57:00,36.87,2.87,3,0,0,0,0,0,0
14:57:01,36.89,2.87,3.1,0,0,0,0,0,0
14:57:02,36.91,2.87,3.1,0,0,0,0,0,0
14:57:03,36.91,2.87,3.2,0,0,0,0,0,0
14:57:04,36.92,2.87,3.2,0,0,0,0,0,0
14:57:05,36.93,2.87,3.3,0,0,0,0,0,0
14:57:06,36.94,2.87,3.3,0,0,0,0,0,0
14:57:07,36.94,2.87,3.3,0,0,0,0,0,0
14:57:08,36.95,2.87,3.4,0,0,0,0,0,0
14:57:09,36.95,2.87,3.4,0,0,0,0,0,0
14:57:10,36.96,2.87,3.5,0,0,0,0,0,0
14:57:11,36.98,2.87,3.5,0,0,0,0,0,0
14:57:12,36.99,2.87,3.6,0,0,0,0,0,0
14:57:13,37,2.87,3.6,0,0,0,0,0,0
14:57:14,37,2.87,3.7,0,0,0,0,0,0
14:57:15,37.01,2.87,3.7,0,0,0,0,0,0
14:57:16,37.03,2.87,3.8,0,0,0,0,0,0
14:57:17,37.04,2.87,3.8,0,0,0,0,0,0
14:57:18,37.04,2.87,3.9,0,0,0,0,0,0
14:57:19,37.04,2.87,3.9,0,0,0,0,0,0
14:57:20,37.04,2.87,4,0,0,0,0,0,0
14:57:21,37.05,2.87,4,0,0,0,0,0,0
14:57:22,37.06,2.88,4.1,0,0,0,0,0,0
14:57:23,37.07,2.88,4.1,0,0,0,0,0,0
14:57:24,37.06,2.88,4.2,0,0,0,0,0,0
14:57:25,37.07,2.88,4.2,0,0,0,0,0,0
14:57:26,37.08,2.88,4.3,0,0,0,0,0,0
14:57:27,37.08,2.87,4.3,0,0,0,0,0,0
14:57:28,37.1,2.87,4.4,0,0,0,0,0,0
14:57:29,37.11,2.87,4.4,0,0,0,0,0,0
14:57:30,37.12,2.87,4.4,0,0,0,0,0,0
14:57:31,37.11,2.87,4.5,0,0,0,0,0,0
14:57:32,37.12,2.87,4.5,0,0,0,0,0,0
14:57:33,37.13,2.87,4.6,0,0,0,0,0,0
14:57:34,37.15,2.87,4.6,0,0,0,0,0,0
14:57:35,37.17,2.87,4.7,0,0,0,0,0,0
14:57:36,37.16,2.87,4.7,0,0,0,0,0,0
14:57:37,37.16,2.87,4.8,0,0,0,0,0,0
14:57:38,37.17,2.86,4.8,0,0,0,0,0,0
14:57:39,37.18,2.87,4.9,0,0,0,0,0,0
14:57:40,37.19,2.87,4.9,0,0,0,0,0,0
14:57:41,37.19,2.87,5,0,0,0,0,0,0
14:57:42,37.19,2.87,5,0,0,0,0,0,0
14:57:43,37.2,2.87,5.1,0,0,0,0,0,0
14:57:44,37.21,2.87,5.1,0,0,0,0,0,0
14:57:45,37.22,2.87,5.2,0,0,0,0,0,0
14:57:46,37.22,2.87,5.2,0,0,0,0,0,0
14:57:47,37.22,2.87,5.3,0,0,0,0,0,0
14:57:48,37.24,2.87,5.3,0,0,0,0,0,0
14:57:49,37.25,2.87,5.4,0,0,0,0,0,0
14:57:50,37.25,2.87,5.4,0,0,0,0,0,0
14:57:51,37.24,2.87,5.5,0,0,0,0,0,0
14:57:52,37.25,2.87,5.5,0,0,0,0,0,0
14:57:53,37.26,2.87,5.5,0,0,0,0,0,0
14:57:54,37.27,2.87,5.6,0,0,0,0,0,0
14:57:55,37.27,2.87,5.6,0,0,0,0,0,0
14:57:56,37.27,2.87,5.7,0,0,0,0,0,0
14:57:57,37.28,2.87,5.7,0,0,0,0,0,0
14:57:58,37.28,2.87,5.8,0,0,0,0,0,0
14:57:59,37.28,2.87,5.8,0,0,0,0,0,0
14:58:00,37.29,2.87,5.9,0,0,0,0,0,0
14:58:01,37.29,2.87,5.9,0,0,0,0,0,0
14:58:02,37.3,2.87,6,0,0,0,0,0,0
14:58:03,37.31,2.87,6,0,0,0,0,0,0
14:58:04,37.32,2.87,6.1,0,0,0,0,0,0
14:58:05,37.31,2.87,6.1,0,0,0,0,0,0
14:58:06,37.31,2.87,6.2,0,0,0,0,0,0
14:58:07,37.32,2.87,6.2,0,0,0,0,0,0
14:58:08,37.33,2.87,6.3,0,0,0,0,0,0
14:58:09,37.34,2.87,6.3,0,0,0,0,0,0
14:58:10,37.33,2.87,6.4,0,0,0,0,0,0
14:58:11,37.34,2.86,6.4,0,0,0,0,0,0
14:58:12,37.34,2.86,6.5,0,0,0,0,0,0
14:58:13,37.36,2.86,6.5,0,0,0,0,0,0
14:58:14,37.36,2.86,6.6,0,0,0,0,0,0
14:58:15,37.35,2.86,6.6,0,0,0,0,0,0
14:58:16,37.37,2.86,6.6,0,0,0,0,0,0
14:58:17,37.37,2.86,6.7,0,0,0,0,0,0
14:58:18,37.37,2.86,6.7,0,0,0,0,0,0
14:58:19,37.39,2.86,6.8,0,0,0,0,0,0
14:58:20,37.38,2.86,6.8,0,0,0,0,0,0
14:58:21,37.39,2.86,6.9,0,0,0,0,0,0
14:58:22,37.4,2.86,6.9,0,0,0,0,0,0
14:58:23,37.41,2.86,7,0,0,0,0,0,0
14:58:24,37.42,2.86,7,0,0,0,0,0,0
14:58:25,37.41,2.86,7.1,0,0,0,0,0,0
14:58:26,37.42,2.86,7.1,0,0,0,0,0,0
14:58:27,37.43,2.86,7.2,0,0,0,0,0,0
14:58:28,37.43,2.87,7.2,0,0,0,0,0,0
14:58:29,37.44,2.87,7.3,0,0,0,0,0,0
14:58:30,37.45,2.87,7.3,0,0,0,0,0,0
14:58:31,37.46,2.87,7.4,0,0,0,0,0,0
14:58:32,37.46,2.87,7.4,0,0,0,0,0,0
14:58:33,37.48,2.87,7.5,0,0,0,0,0,0
14:58:34,37.47,2.87,7.5,0,0,0,0,0,0
14:58:35,37.48,2.87,7.6,0,0,0,0,0,0
14:58:36,37.47,2.87,7.6,0,0,0,0,0,0
14:58:37,37.46,2.86,7.6,0,0,0,0,0,0
14:58:38,37.48,2.86,7.7,0,0,0,0,0,0
14:58:39,37.49,2.86,7.7,0,0,0,0,0,0
14:58:40,37.5,2.85,7.8,0,0,0,0,0,0
14:58:41,37.49,2.86,7.8,0,0,0,0,0,0
14:58:42,37.48,2.86,7.9,0,0,0,0,0,0
14:58:43,37.5,2.86,7.9,0,0,0,0,0,0
14:58:44,37.52,2.86,8,0,0,0,0,0,0
14:58:45,37.53,2.86,8,0,0,0,0,0,0
14:58:46,37.51,2.87,8.1,0,0,0,0,0,0
14:58:47,37.53,2.86,8.1,0,0,0,0,0,0
14:58:48,37.54,2.86,8.2,0,0,0,0,0,0
14:58:49,37.54,2.86,8.2,0,0,0,0,0,0
14:58:50,37.54,2.87,8.3,0,0,0,0,0,0
14:58:51,37.55,2.87,8.3,0,0,0,0,0,0
14:58:52,37.56,2.87,8.4,0,0,0,0,0,0
14:58:53,37.57,2.87,8.4,0,0,0,0,0,0
14:58:54,37.57,2.87,8.5,0,0,0,0,0,0
14:58:55,37.57,2.87,8.5,0,0,0,0,0,0
14:58:56,37.56,2.87,8.6,0,0,0,0,0,0
14:58:57,37.57,2.87,8.6,0,0,0,0,0,0
14:58:58,37.58,2.87,8.7,0,0,0,0,0,0
14:58:59,37.58,2.86,8.7,0,0,0,0,0,0
14:59:00,37.58,2.86,8.7,0,0,0,0,0,0
14:59:01,37.58,2.86,8.8,0,0,0,0,0,0
14:59:02,37.59,2.86,8.8,0,0,0,0,0,0
14:59:03,37.59,2.86,8.9,0,0,0,0,0,0
14:59:04,37.6,2.86,8.9,0,0,0,0,0,0
14:59:05,37.62,2.86,9,0,0,0,0,0,0
14:59:06,37.62,2.86,9,0,0,0,0,0,0
14:59:07,37.62,2.87,9.1,0,0,0,0,0,0
14:59:08,37.62,2.87,9.1,0,0,0,0,0,0
14:59:09,37.63,2.87,9.2,0,0,0,0,0,0
14:59:10,37.64,2.87,9.2,0,0,0,0,0,0
14:59:11,37.64,2.87,9.3,0,0,0,0,0,0
14:59:12,37.66,2.87,9.3,0,0,0,0,0,0
14:59:13,37.67,2.87,9.4,0,0,0,0,0,0
14:59:14,37.67,2.86,9.4,0,0,0,0,0,0
14:59:15,37.67,2.86,9.5,0,0,0,0,0,0
14:59:16,37.68,2.86,9.5,0,0,0,0,0,0
14:59:17,37.69,2.87,9.6,0,0,0,0,0,0
14:59:18,37.68,2.87,9.6,0,0,0,0,0,0
14:59:19,37.67,2.87,9.7,0,0,0,0,0,0
14:59:20,37.67,2.87,9.7,0,0,0,0,0,0
14:59:21,37.68,2.87,9.8,0,0,0,0,0,0
